store_id,week_start,weekly_sales,profit_margin_pct,weekly_profit,age_group,income_level,loyalty_level,state
KS_S001,2023-11-06,18139.67346706827,0.11729294759442747,2127.6557693528653,35-54,High,Regular,KS
LA_S001,2023-05-15,15672.855368998815,0.1457325471408064,2284.0451338936605,55+,Low,Occasional,LA
UT_S002,2023-10-02,9144.319508957135,0.19544143837483208,1787.1789577896204,55+,High,Regular,UT
OH_S001,2023-10-02,12862.17600770141,0.162320237562594,2087.7914651419896,<18,High,VIP,OH
WI_S002,2023-02-20,15626.750331429657,0.15698581835893727,2453.178189070279,55+,Middle,Occasional,WI
WI_S002,2023-11-27,18242.417046833307,0.11594686436352863,2115.151054992104,35-54,Middle,VIP,WI
MS_S001,2023-09-25,28054.341693439983,0.12526544083039465,3514.23947943528,35-54,High,None,MS
AR_S001,2023-12-25,46253.556221137485,0.12759216919883415,5901.5915714151615,<18,Middle,VIP,AR
TN_S001,2024-01-22,17314.63567035693,0.12881614163441685,2230.4045608610245,<18,Middle,Occasional,TN
PA_S001,2023-10-16,19601.337892864507,0.13945389371254185,2733.482891135146,<18,High,Regular,PA
MD_S003,2023-09-25,21407.409966694795,0.14171966814850556,3033.8510363989967,18-34,Low,None,MD
TX_S001,2023-01-30,14116.590397101882,0.13982764879119455,1973.8896441751115,<18,Middle,None,TX
VA_S001,2023-11-20,24251.5903168538,0.12986027309194553,3149.318141460616,<18,Middle,Regular,VA
NV_S003,2024-07-22,27531.046234754474,0.1540515949743668,4241.201583776962,18-34,High,Occasional,NV
DE_S001,2024-01-29,16348.763097420058,0.14056755649899674,2298.105680385307,<18,Middle,None,DE
IL_S001,2024-02-12,20738.951153174978,0.10213298261333316,2118.1309375459855,<18,Middle,Regular,IL
SC_S001,2023-10-16,23021.56605506509,0.15103145466773804,3476.9806100259,35-54,Middle,Regular,SC
AL_S003,2023-10-16,26109.274307105803,0.1464970800665527,3824.932448647666,<18,Middle,Occasional,AL
FL_S001,2024-01-15,17679.02494311698,0.10261117642334473,1814.0655474308885,35-54,High,VIP,FL
TN_S001,2023-10-30,15183.427034172822,0.13226095659910386,2008.174583992392,<18,High,Regular,TN
MS_S003,2024-01-01,21989.910012054534,0.16791217683034076,3692.3736584273815,55+,Middle,VIP,MS
NV_S001,2023-12-18,25127.28900267134,0.11590650184017887,2912.416169026832,55+,Middle,None,NV
TN_S001,2023-01-02,21062.203150887864,0.11273462790814519,2374.4396351411065,<18,Middle,Occasional,TN
DE_S003,2024-07-01,33335.88215884369,0.14025349134024784,4675.473859684906,18-34,High,Regular,DE
MS_S003,2023-04-10,19714.668614990533,0.1686879680943589,3325.627390316382,18-34,High,None,MS
PA_S006,2024-11-25,26711.33796005761,0.20430982772168085,5457.388856834965,55+,High,VIP,PA
MS_S003,2024-04-08,13761.154138521582,0.1697680606456105,2336.204450342126,55+,Middle,None,MS
NV_S001,2023-04-03,17871.51626818716,0.18254483220468323,3262.3529384194917,<18,Low,VIP,NV
AL_S001,2024-02-05,27751.99034531667,0.1604009288550499,4451.44502896517,18-34,Low,Regular,AL
IN_S001,2024-03-11,18090.843836326254,0.1294465206107181,2341.7967895242887,<18,Middle,Occasional,IN
PA_S003,2024-07-29,29070.883977227622,0.16955133229790736,4929.007109416832,18-34,Low,VIP,PA
NC_S001,2024-08-26,29422.251667093296,0.14743175853215637,4337.774303255234,18-34,High,VIP,NC
VA_S004,2024-02-26,13330.868371213259,0.1613110151348404,2150.415909589347,18-34,Middle,Regular,VA
NV_S003,2023-12-18,26878.496492502956,0.12161910520947117,3268.9386927941187,18-34,Low,None,NV
AL_S003,2024-07-29,34518.289502065185,0.16399337402519418,5660.77076102211,35-54,High,VIP,AL
DE_S003,2024-10-07,22857.195936205848,0.1463847540970231,3345.9450064689686,18-34,Middle,Occasional,DE
VA_S001,2024-08-26,36217.45641250025,0.1569377324155225,5683.885483235814,<18,Middle,VIP,VA
NE_S001,2024-12-23,34126.76101187534,0.14744780475524602,5031.915994607937,35-54,Low,Regular,NE
FL_S001,2023-04-17,18710.855886929756,0.14168390653974952,2651.0271567624777,<18,Middle,None,FL
MO_S001,2023-06-12,23825.504181062515,0.16454072338855225,3920.2656930490025,18-34,Middle,Occasional,MO
KS_S001,2024-06-10,16842.621889581485,0.13781726613325307,2321.204103338205,35-54,High,Regular,KS
NE_S001,2023-02-27,27147.72190668314,0.1023393560886723,2778.2803792042955,<18,High,Regular,NE
PA_S006,2024-12-23,33318.72569321093,0.09378089772952664,3124.660006713166,18-34,High,VIP,PA
NV_S001,2023-02-27,18242.06702901047,0.15553249708280933,2837.2342369739836,18-34,Middle,None,NV
DE_S003,2023-09-11,25968.23301779212,0.1365834655581343,3546.831259991216,18-34,High,None,DE
NV_S001,2024-03-11,17535.78429167178,0.09812702467703847,1720.7343379201002,55+,Middle,Occasional,NV
OH_S002,2024-05-13,15529.232164208937,0.1531960490116134,2379.0170117408757,18-34,Middle,VIP,OH
FL_S001,2023-05-01,19174.36143843138,0.14718376335079922,2822.1546763567744,<18,High,None,FL
MN_S001,2024-04-15,24127.193620312486,0.13501159220331801,3257.4508260761254,18-34,Middle,Regular,MN
IL_S003,2024-11-25,22005.021099956495,0.15740427954542557,3463.6844926205404,35-54,High,Regular,IL
LA_S001,2023-10-09,14410.916363800927,0.1894528203032341,2730.1887482761126,<18,Middle,VIP,LA
LA_S001,2023-12-11,20807.78442682248,0.18853772156055418,3923.052266556292,55+,High,Occasional,LA
LA_S001,2023-06-05,23469.508748845463,0.15431293929325754,3621.6488788031666,<18,Low,VIP,LA
PA_S006,2024-07-01,34672.098899037825,0.14745868701411438,5112.702179675638,<18,Middle,VIP,PA
MO_S001,2024-03-18,26390.36205416449,0.15473205622835043,4083.434985251505,18-34,Low,None,MO
NJ_S002,2024-09-23,17753.189663264497,0.15927020798323044,2827.554210033873,55+,High,Regular,NJ
LA_S001,2024-06-17,20955.21979307231,0.14195105468825836,2974.6155508508814,55+,Low,VIP,LA
PA_S003,2023-03-13,22227.374680027802,0.15523629179859305,3450.4952217454547,<18,Middle,None,PA
AZ_S001,2024-09-09,14711.472579350491,0.10279111286874608,1512.2086383694793,18-34,High,Regular,AZ
NV_S002,2024-02-26,4818.764724694678,0.15244046650040294,734.5747425881425,18-34,Low,VIP,NV
OK_S002,2024-03-11,22958.200183130706,0.16430440785073813,3772.1334864079986,18-34,High,None,OK
PA_S002,2023-02-06,19295.84469516229,0.1353047417398078,2610.819283130374,55+,Middle,VIP,PA
IN_S002,2024-04-01,9677.505132487438,0.14713582067141703,1423.9076597203896,18-34,High,Regular,IN
VA_S002,2024-10-21,21428.15328292806,0.11665483857896627,2499.697762265319,35-54,Low,Occasional,VA
OH_S002,2024-05-20,14237.866975257466,0.1124905925112206,1601.6260921426526,<18,High,VIP,OH
AR_S001,2024-08-19,54129.66409913811,0.15632445233877573,8461.790095579654,<18,High,None,AR
AL_S004,2024-12-02,25104.001455109264,0.1281131095278715,3216.1516880062586,35-54,Middle,Occasional,AL
KS_S001,2024-10-07,7933.722331141471,0.09669523015271926,767.1531067774929,55+,Middle,None,KS
AL_S003,2024-03-11,26318.614120031467,0.11664665102596673,3069.978196746391,55+,Middle,Occasional,AL
MS_S003,2024-02-05,20396.563589217607,0.12100862718623792,2468.1601592480283,35-54,Low,VIP,MS
MS_S003,2024-06-17,24281.49888790905,0.17323741493195224,4206.464098014437,55+,Middle,None,MS
MD_S004,2024-09-09,16637.847646787053,0.155373420341054,2585.079295994661,35-54,Middle,Occasional,MD
MS_S002,2023-11-27,18515.33264398259,0.123851934055281,2293.1597576341233,<18,High,Regular,MS
MD_S003,2024-02-12,19925.242776407817,0.1323670228508652,2637.4450658938104,18-34,High,Regular,MD
IL_S002,2024-02-05,19963.722297148328,0.18936253248321677,3780.381011979669,35-54,Low,VIP,IL
AL_S002,2023-01-09,22450.13424323,0.17808307305590854,3997.988896552082,18-34,High,Occasional,AL
IN_S001,2024-08-12,23249.062896752363,0.11645818716054517,2707.543718137273,18-34,Low,VIP,IN
VA_S002,2024-12-09,36523.95894429731,0.18490577578878978,6753.490963473201,35-54,High,Regular,VA
TN_S001,2023-10-09,10026.12479041154,0.1475811357465057,1479.6668837051316,<18,Low,Occasional,TN
KY_S001,2024-07-29,34260.46889063789,0.1739883487816873,5960.922410768452,55+,Low,Occasional,KY
MS_S004,2023-10-16,22768.13329178645,0.14510076134995478,3303.673475155466,<18,Low,None,MS
DE_S002,2023-02-20,28880.14876037869,0.18557487596226524,5359.430023979044,18-34,Middle,Occasional,DE
VA_S001,2023-01-23,32720.16795813401,0.11521138165380604,3769.735758401213,55+,Low,VIP,VA
NE_S001,2024-08-05,34904.35112408088,0.1423364870585545,4968.16272205998,55+,High,Regular,NE
UT_S002,2024-02-26,14600.007547584259,0.1864937933369735,2722.810790297432,<18,Middle,Regular,UT
KS_S001,2023-08-28,16679.834659304142,0.0782217555540821,1304.725949402595,55+,Low,Occasional,KS
MD_S003,2024-01-29,28972.86493744214,0.14861815787626603,4305.893815400508,<18,Low,None,MD
NJ_S001,2024-09-09,14357.668233466535,0.13819361040380437,1984.1380101627524,<18,Low,Occasional,NJ
PA_S001,2023-12-04,24964.495655449602,0.17053983691631236,4257.441017778364,<18,Low,VIP,PA
IL_S002,2024-04-01,23524.657645666623,0.18209740306232916,4283.779065206259,<18,High,None,IL
UT_S001,2024-01-15,14099.07423892434,0.17190851457920892,2423.750909355474,55+,Low,Regular,UT
DE_S002,2024-07-08,35098.77095308242,0.15723000760191735,5518.5800237711055,55+,Middle,None,DE
MS_S003,2024-04-29,21546.0964920311,0.1512169364428608,3258.1347038272133,55+,Low,VIP,MS
MO_S001,2024-08-05,30352.710567384944,0.13971868135560306,4240.840696043303,55+,Middle,Occasional,MO
KY_S001,2024-04-22,17675.431053486398,0.15629917864573892,2762.6553558693117,18-34,High,Occasional,KY
AL_S004,2024-12-09,25755.049722635897,0.19378964488756528,4991.061939811197,35-54,Middle,None,AL
LA_S002,2024-07-08,24849.65430231973,0.12508463105167375,3108.3098401673005,55+,Middle,Occasional,LA
MI_S002,2024-07-29,29682.25511668886,0.13793755574627778,4094.2977198335084,18-34,High,None,MI
IL_S002,2024-05-13,24122.695374423743,0.14773470082299578,3563.7591841847557,35-54,Low,VIP,IL
AZ_S001,2023-10-02,15900.93130772985,0.18002798037587003,2862.612549426047,35-54,Middle,None,AZ
AR_S001,2024-02-12,34988.15674507485,0.15669907018656618,5482.6116294950625,<18,High,None,AR
NJ_S001,2024-12-23,23768.87017444955,0.17950445686635572,4266.618130991488,55+,Low,Occasional,NJ
WI_S002,2024-08-19,22538.715087846285,0.18102329971510803,4080.0325765406255,55+,Low,Occasional,WI
FL_S001,2023-12-04,25122.475654465383,0.1677611047745994,4214.57427046609,55+,High,VIP,FL
FL_S001,2024-04-29,16410.504749622585,0.1180801915030334,1937.755543496874,<18,High,VIP,FL
AL_S002,2023-09-18,24233.038221154777,0.19983281735690142,4842.556300850833,55+,Low,Occasional,AL
LA_S002,2024-06-10,16648.970807833583,0.19237142013278102,3202.7861580521608,35-54,Low,VIP,LA
VA_S004,2024-10-07,7296.535262669377,0.1519062015150701,1108.388955972869,18-34,Middle,Occasional,VA
OK_S001,2023-09-04,17344.310518480757,0.10854689272549335,1882.6710132471767,18-34,Low,None,OK
NV_S003,2023-06-19,30849.031184123007,0.1031850552637693,3183.158987567475,18-34,Low,Regular,NV
OH_S002,2024-07-29,19913.09368138964,0.1576294687966113,3138.890379094606,18-34,Low,VIP,OH
AZ_S001,2024-07-15,17877.77545982305,0.12894748673607642,2305.2942139760853,18-34,High,Regular,AZ
FL_S001,2023-10-02,18746.839546753363,0.09848432599918863,1846.2698573769399,35-54,High,None,FL
MO_S001,2024-07-29,24487.376389894234,0.10261902901910995,2512.8707883564243,18-34,Middle,Occasional,MO
MN_S001,2023-06-19,26219.7084115955,0.13590052280009973,3563.2720808020013,18-34,High,Occasional,MN
VA_S001,2024-09-30,28436.98394584556,0.15584788721432935,4431.8438667078335,35-54,Middle,VIP,VA
VA_S002,2024-08-05,34176.51063201398,0.1921713915304748,6567.747605810194,18-34,Low,Regular,VA
AR_S001,2024-06-24,52463.51490866386,0.16452662323040526,8631.644950720489,<18,Middle,Regular,AR
KY_S001,2024-09-02,24071.702096116074,0.13855786408585757,3335.3236273489038,<18,High,Occasional,KY
LA_S002,2024-11-18,17692.17399965142,0.16139848673018398,2855.4901105108456,35-54,Middle,VIP,LA
VA_S003,2024-02-19,29885.78460076624,0.15871702756765974,4743.3828983609565,35-54,Middle,None,VA
NV_S001,2023-05-22,15938.086318079455,0.17218635621587816,2744.321008164243,<18,High,None,NV
NJ_S002,2024-05-13,19059.465587556148,0.14880173659248408,2836.081577953045,<18,Low,Occasional,NJ
NV_S003,2024-08-26,26387.808212083157,0.18108593253036329,4778.460857517457,55+,Low,None,NV
AZ_S002,2024-09-30,17922.38632496896,0.17473355400682455,3131.642258845138,18-34,Middle,Occasional,AZ
IL_S002,2023-08-28,26600.108644648546,0.1524810001091571,4056.0111691482457,35-54,Low,VIP,IL
DE_S002,2024-07-15,30034.065761443395,0.14642326931202287,4397.686099522832,55+,Middle,Occasional,DE
WI_S002,2024-04-29,16983.764780988928,0.1775924543697128,3016.1884718937113,35-54,Middle,VIP,WI
IN_S001,2023-09-04,10466.16107077726,0.12859577045678883,1345.9040466214517,18-34,Low,VIP,IN
KS_S001,2023-07-03,18161.231304183333,0.10480161512569819,1903.3263733498034,35-54,Middle,Regular,KS
MO_S001,2023-06-05,22495.94154739589,0.10463106024948013,2353.7742154143625,<18,Low,Occasional,MO
KS_S001,2023-12-18,19922.3485349808,0.12610876574731472,2512.382784534252,35-54,High,VIP,KS
IL_S001,2023-03-27,22373.010661851622,0.16978956896331748,3798.703836687493,<18,Low,Regular,IL
NC_S001,2024-06-24,28113.665063971137,0.1373160343617041,3860.4569979577004,18-34,High,Regular,NC
VA_S003,2024-03-18,28504.73522753385,0.15613548008433678,4450.600519427904,35-54,High,None,VA
MS_S001,2023-05-08,29799.333030309186,0.13514111787356792,4027.1151776027195,<18,High,None,MS
TX_S001,2023-06-12,15136.20505804256,0.13537927902048102,2049.12852786396,55+,Middle,VIP,TX
UT_S001,2024-11-18,13665.569135565534,0.11923608976466539,1629.429028133533,35-54,Low,Regular,UT
MD_S001,2024-04-08,18092.58899083131,0.14724313123752936,2664.0094552036535,35-54,Middle,Regular,MD
IN_S001,2023-10-23,14173.767291079428,0.1447450879266313,2051.5831927989025,18-34,Middle,Occasional,IN
AL_S002,2023-01-23,28788.523243418786,0.16237995069545463,4674.6789848612925,55+,Low,Occasional,AL
IN_S001,2024-09-30,14720.451006468282,0.15863092821035152,2335.1188068310666,55+,Low,VIP,IN
OH_S002,2023-06-26,16952.91931723831,0.1440855785712476,2442.6711882959617,<18,High,VIP,OH
NV_S002,2024-03-25,4014.3761404432953,0.10481733464819472,420.7762073165732,<18,Low,Occasional,NV
UT_S001,2024-04-29,14064.807762124834,0.18211738402734834,2561.4459964857183,35-54,Middle,Occasional,UT
NC_S001,2023-02-27,27110.156094813847,0.1474486698288593,3997.3564550330443,<18,Middle,Regular,NC
DE_S001,2024-09-30,11823.463940410182,0.1523892806968169,1801.76916522386,<18,Middle,None,DE
AL_S004,2023-05-29,23073.715616366175,0.19801485197433172,4568.938382272574,35-54,Middle,None,AL
OH_S001,2023-03-13,14537.044273381109,0.1772466637978785,2576.6425989388563,55+,Middle,Regular,OH
NE_S001,2023-10-16,34599.30874909472,0.1633934759645019,5653.301322483589,<18,High,Regular,NE
LA_S002,2023-05-22,11311.13853651346,0.14993082637887517,1695.8883480654038,35-54,High,VIP,LA
DE_S001,2024-11-11,8964.195758001986,0.14965063353497512,1341.4975743165337,18-34,Low,None,DE
NC_S001,2023-01-30,32765.7239066029,0.15720343493165587,5150.88434614025,18-34,Middle,None,NC
KY_S001,2023-02-06,22427.73776996184,0.16220720177569894,3637.9405858246646,18-34,Low,Occasional,KY
PA_S003,2024-08-12,29226.871372554688,0.20134205267352404,5884.598275375218,18-34,Low,Occasional,PA
AL_S004,2024-05-20,21837.95258277003,0.22419798248288433,4896.0249106139345,<18,Middle,Occasional,AL
OH_S003,2023-06-26,37064.885932522724,0.15870782416210646,5882.48739916735,18-34,Middle,None,OH
LA_S001,2024-09-09,14638.786929749895,0.08540171783869101,1250.1775508752182,55+,Middle,Occasional,LA
TN_S001,2024-08-12,22621.31476655393,0.1214476658012484,2747.305875753287,18-34,High,Occasional,TN
MO_S001,2023-12-11,30462.65705202374,0.204344906456153,6224.88880570166,<18,Middle,Occasional,MO
PA_S003,2024-04-29,17394.791029841792,0.1715595788476724,2984.2430232229276,<18,Low,VIP,PA
AZ_S002,2024-10-21,19252.45360425648,0.16278139461734986,3133.941247506694,55+,Middle,Occasional,AZ
AZ_S003,2023-07-31,21607.755755501934,0.14499486265785716,3133.0135781135255,55+,High,None,AZ
AL_S003,2024-06-17,36248.29640319682,0.11432933822322046,4144.2437394966355,55+,Low,Occasional,AL
NV_S003,2024-01-15,24658.456237612627,0.20033369264236506,4939.919592941097,<18,Low,None,NV
PA_S006,2024-04-22,20078.54052997847,0.12530369245577733,2515.9152675292826,<18,High,Occasional,PA
AL_S003,2024-11-11,29086.404075744504,0.17187935449614836,4999.352357153104,55+,Middle,None,AL
OK_S002,2024-02-12,17964.58920955183,0.1109789469073757,1993.6911920996668,55+,High,Occasional,OK
NJ_S002,2024-12-30,24934.82551501163,0.1435395394551517,3579.133370819335,<18,Middle,Regular,NJ
VA_S003,2024-01-29,34497.18657208466,0.17978871391358892,6202.20480743223,18-34,Middle,None,VA
MO_S001,2023-07-17,34187.724336459716,0.14250917482599618,4872.064384367502,18-34,High,Occasional,MO
IL_S001,2023-05-15,19543.80601976102,0.13894650373901915,2715.5435161993896,18-34,Low,VIP,IL
OH_S002,2024-12-23,17364.28667961868,0.15031908805046043,2610.183738327037,55+,High,VIP,OH
NJ_S002,2023-03-13,16528.253876844006,0.10991991322695216,1816.7842319357287,55+,High,Regular,NJ
LA_S002,2023-04-24,15422.469613235875,0.10427559278861954,1608.187161184643,55+,Middle,VIP,LA
KY_S001,2024-02-19,16860.52424537456,0.17142709448081783,2890.3506828079444,<18,High,Occasional,KY
SC_S001,2023-09-11,18432.56348498908,0.13733370223146601,2531.412185010084,<18,Middle,VIP,SC
WI_S001,2023-03-13,13585.958472178103,0.17119454281744367,2325.8419493813058,<18,Low,None,WI
MD_S004,2023-08-28,26260.837470972347,0.18354549051452124,4820.058294931739,18-34,Low,Regular,MD
AL_S002,2024-07-08,27197.237956241057,0.18595927826986391,5057.578741276336,55+,High,VIP,AL
AL_S001,2024-05-13,22121.27208516808,0.10136975146270982,2242.427853312469,55+,High,Regular,AL
PA_S002,2023-08-14,21708.30533376957,0.12906512135238304,2801.785062257554,18-34,Middle,VIP,PA
AZ_S002,2024-07-22,21360.190622126436,0.16612755921131417,3548.516332342267,55+,High,None,AZ
AR_S001,2023-01-09,46369.91646988468,0.16659005015710956,7724.76671049907,55+,High,None,AR
DE_S002,2024-06-10,36019.615979856804,0.2174831275258887,7833.658735580735,18-34,Middle,Occasional,DE
MI_S002,2024-03-11,24138.56484036582,0.12277159400300755,2963.530082396665,<18,High,VIP,MI
SC_S001,2023-04-24,20533.58577468006,0.18504505204362293,3799.638448317867,18-34,Low,VIP,SC
PA_S005,2024-10-21,21960.594482899272,0.1611682383011562,3539.350324854966,<18,Middle,VIP,PA
AZ_S003,2023-01-16,23751.359535664244,0.1007929240000959,2393.968976577159,55+,High,VIP,AZ
MO_S001,2023-02-06,20470.124913376967,0.13356554289820216,2734.103347249208,18-34,High,None,MO
IN_S001,2023-01-02,17008.65851642384,0.15787584036969973,2685.256256841664,<18,Middle,Occasional,IN
KY_S001,2024-09-30,22900.78235826128,0.09886899875111202,2264.1774223784228,55+,Low,Occasional,KY
MS_S001,2024-12-30,29863.650036267834,0.08778281985085061,2621.5154112225478,35-54,High,VIP,MS
VA_S001,2023-03-27,27977.914821103546,0.09716272264090069,2718.4103778336284,35-54,High,Occasional,VA
OH_S002,2024-06-24,19464.91565451258,0.15777400965253016,3071.057790360753,55+,High,VIP,OH
MS_S001,2023-09-11,20615.268226493332,0.1354599822379968,2792.5438677923266,35-54,High,None,MS
TN_S001,2023-10-23,14525.79760500756,0.13140132908059146,1908.7091112536657,<18,High,Occasional,TN
VA_S001,2024-12-09,35834.75558718271,0.13243134494502817,4745.644878186969,35-54,Middle,Regular,VA
PA_S005,2023-01-16,15324.255783266031,0.10727632765026186,1643.929884402067,<18,Middle,VIP,PA
LA_S001,2024-06-10,21412.644956988654,0.13630790451479677,2918.712764206454,55+,Middle,Occasional,LA
FL_S001,2024-01-22,19038.22796895102,0.09538805855784493,1816.0196043399012,<18,High,None,FL
IL_S001,2024-02-26,13648.702748651667,0.18562923418076718,2533.5982387931413,<18,Middle,VIP,IL
DE_S003,2023-11-13,26898.394947194618,0.20076989162031653,5400.387838308733,18-34,High,Regular,DE
VA_S002,2024-01-08,32208.344085492445,0.08021808859832483,2583.691799455364,18-34,High,Occasional,VA
OH_S002,2023-10-30,17050.12871569827,0.13592611022027734,2317.5576750799187,18-34,Low,VIP,OH
MS_S003,2023-06-12,27238.01859796141,0.13787965708095606,3755.568663851623,55+,Middle,None,MS
KY_S001,2024-01-22,30944.275448157754,0.14476546480148925,4479.66241819787,55+,Middle,Regular,KY
OH_S002,2024-12-16,16053.759871309214,0.180045912731232,2890.413848797893,18-34,Low,VIP,OH
NE_S001,2024-10-21,26971.308645976507,0.13601367653418206,3668.4668498774367,<18,High,Regular,NE
TX_S001,2024-12-16,9628.417457332822,0.1473524561180614,1418.770960868011,55+,High,None,TX
KY_S001,2023-09-18,21358.911606717276,0.23937164891404164,5112.717890309177,35-54,Low,Occasional,KY
DE_S002,2023-08-21,33794.62271784546,0.1466612127718408,4956.360352966018,35-54,Middle,Occasional,DE
MS_S004,2024-06-03,27503.482115417013,0.20298719580898217,5582.854709590993,55+,High,None,MS
WI_S001,2024-02-12,13162.067794219976,0.165059629721665,2172.526036485401,35-54,Middle,None,WI
PA_S004,2023-11-27,4887.022297610434,0.13338873020772452,651.8736987750922,<18,High,VIP,PA
MD_S004,2024-02-12,18236.846890257144,0.12837798038473708,2341.209572356885,35-54,Low,Regular,MD
AR_S001,2024-04-15,43188.62191438541,0.1497818221500088,6468.870486484448,<18,Low,None,AR
NV_S001,2023-08-21,21301.046051243662,0.11620580625760327,2475.305230515106,<18,Middle,Occasional,NV
OH_S001,2023-09-25,14112.96702672032,0.12408402100812899,1751.1936970305958,18-34,High,Occasional,OH
AL_S004,2023-07-24,26987.376513039773,0.13730818196922662,3705.5876051244977,<18,Middle,None,AL
MS_S004,2024-01-01,31371.85890678487,0.15880030625781688,4981.8608022744575,<18,Low,Occasional,MS
MD_S003,2024-05-13,24628.65791010694,0.2047799163522314,5043.4545066994215,<18,Low,None,MD
DE_S001,2024-05-13,14556.522674233278,0.1354513671960521,1971.7008978452302,18-34,Middle,None,DE
DE_S002,2024-11-04,20002.80112762301,0.16384554139134339,3277.369780098766,18-34,Middle,None,DE
AL_S001,2023-11-27,25424.44209616832,0.10116306460253845,2572.0144782581738,35-54,High,Regular,AL
NJ_S002,2024-02-26,19358.139629361136,0.1818086592266195,3519.4774111358374,<18,High,Regular,NJ
NC_S001,2023-12-18,29488.171436906654,0.09834952275219132,2900.147587654569,18-34,Low,VIP,NC
IN_S001,2024-09-23,18031.5502043061,0.17395159416304304,3136.6169032699904,18-34,Low,Occasional,IN
AR_S001,2023-06-12,50386.80736001297,0.1475722514015459,7435.694603053097,18-34,Middle,Regular,AR
SC_S001,2024-05-13,16858.794745833373,0.1463804117178063,2467.7973159610788,18-34,Middle,Regular,SC
DE_S003,2023-03-20,19313.054991046098,0.14099205846243507,2722.9873783857947,35-54,Low,Occasional,DE
IN_S002,2024-08-26,11828.328329396829,0.11096242126823706,1312.4999509855536,35-54,Middle,Regular,IN
PA_S003,2023-05-29,28472.377282260968,0.1125518847039359,3204.61972512,55+,Middle,Regular,PA
UT_S001,2023-07-10,15471.928095473777,0.17509560468116947,2709.066605460556,55+,Middle,Regular,UT
PA_S001,2023-09-11,15930.74256256078,0.15035810340544165,2395.316237546984,18-34,Low,None,PA
MS_S004,2023-04-03,25275.150978165348,0.14077329794456214,3558.066359243062,35-54,Low,None,MS
PA_S001,2024-11-04,24375.293266880944,0.1633019385190817,3980.532642452778,35-54,High,None,PA
VA_S004,2024-01-08,20814.983832778657,0.15303930849663755,3185.510732137136,35-54,High,Occasional,VA
LA_S002,2024-08-12,23176.541981350896,0.1262120535018036,2925.1589565370564,55+,Middle,VIP,LA
MD_S004,2024-07-01,27441.541980615893,0.22382988677527743,6142.237234460278,35-54,Middle,None,MD
NV_S001,2023-11-13,23039.0040205704,0.17222269135509322,3967.8392785634474,55+,High,None,NV
DE_S003,2023-02-06,22167.926669818506,0.15381205720078667,3409.6944049609683,18-34,High,None,DE
DE_S001,2023-02-27,8196.445242242367,0.1345916609335818,1103.1731789045543,55+,Middle,None,DE
NJ_S002,2023-06-12,18921.961359035096,0.17858279067582572,3379.1366645566272,35-54,Middle,Regular,NJ
UT_S001,2024-04-01,12224.90787416866,0.12637296390821712,1544.8978415635954,55+,High,Regular,UT
OH_S003,2024-04-15,27953.558589397573,0.1238467577709221,3461.9575994564,18-34,Middle,None,OH
WI_S001,2024-04-29,21373.727754724787,0.20079976907221145,4291.839597361054,35-54,Low,None,WI
IN_S001,2023-08-28,22424.365453020448,0.15092025528212127,3384.290958709427,55+,Middle,VIP,IN
MD_S003,2024-12-09,19930.918718463905,0.12709952439854663,2533.210289942853,<18,Low,None,MD
MS_S003,2024-07-15,20564.486882513746,0.15017057094119032,3088.1807362597083,55+,High,None,MS
NV_S003,2024-11-11,15683.21045821318,0.17550559661545126,2752.491208314389,18-34,Low,None,NV
TN_S001,2024-07-22,22469.65047696212,0.16863763361865577,3789.228684673192,55+,High,Occasional,TN
WI_S001,2024-10-21,24546.462130143278,0.17922786789259354,4399.41007189187,35-54,Low,None,WI
WI_S001,2024-09-23,22128.222833207226,0.11251332291781559,2489.719881230025,<18,Middle,VIP,WI
OK_S001,2023-06-12,19038.014673348127,0.1784744748502453,3397.7996710170714,18-34,Low,None,OK
DE_S003,2024-03-11,28850.414626852224,0.1446282367184656,4172.584596078266,18-34,High,Occasional,DE
LA_S001,2024-08-19,22611.57054414771,0.1526730230011163,3452.1768297780272,<18,Middle,Occasional,LA
AZ_S003,2023-10-16,15206.045013887477,0.18628483480934338,2832.655583515468,55+,High,VIP,AZ
VA_S001,2024-01-01,29713.103885427598,0.17108177019813867,5083.370410800146,55+,Low,VIP,VA
AL_S002,2024-07-01,29626.9489268773,0.16053157442864036,4756.0607567485295,55+,High,Occasional,AL
MS_S003,2024-01-22,21050.9331284292,0.09048009950559137,1904.6905241458237,35-54,High,VIP,MS
UT_S001,2024-12-02,15142.62732542535,0.1486349443385914,2250.72356965463,55+,Low,Regular,UT
UT_S001,2024-03-11,8784.21137913753,0.126459738372885,1110.8490728178513,55+,Low,None,UT
LA_S002,2023-11-20,20381.18497388812,0.17133135913192088,3491.9361222953353,<18,Middle,Regular,LA
KS_S001,2023-10-30,14202.054268389451,0.17972874561106983,2552.517398757976,<18,High,VIP,KS
NV_S003,2023-08-28,25405.976795027127,0.1409390693165171,3580.694724568153,18-34,Low,None,NV
AZ_S002,2024-12-30,23615.51853416322,0.1299887557263394,3069.7518700881833,55+,Low,None,AZ
MS_S004,2024-03-11,19526.984331178504,0.19668902386547799,3840.7434871359837,<18,High,None,MS
UT_S002,2024-04-08,8596.033055914077,0.13190557298958916,1133.8646656777953,<18,Middle,Occasional,UT
