index,Age_Group,Gender,Income_Bracket,Urban_Rural,Sales_USD,Profit_Margin,Profit_USD
1507,55+,Other,Low,Rural,79643.93115451535,0.17954263875402235,14299.481560225375
1508,55+,Other,Middle,Urban,83399.51778518718,0.1600139553541018,13345.086715432559
1509,55+,Other,Middle,Rural,5490.7248286824,0.16990450157543566,932.8988653051524
1510,55+,Other,High,Urban,155450.38101787478,0.19681240053009105,30594.562651445234
1511,55+,Other,High,Rural,10234.2949857509,0.19093467136402759,1954.0817497468631
1512,<18,Male,Low,Urban,969109.4028497091,0.15641920417680394,151587.3215540092
1513,<18,Male,Low,Rural,82697.3329630146,0.20375358776923128,16849.878290160937
1514,<18,Male,Middle,Urban,542789.4153278966,0.17070765405403213,92658.30773598494
1515,<18,Male,Middle,Rural,46318.02856950742,0.18402319311745677,8523.591516266344
1516,<18,Male,High,Urban,1127651.745291234,0.18566575743092284,209366.31540779906
1517,<18,Male,High,Rural,96226.27906865503,0.17482190052591845,16822.46098731968
1518,<18,Female,Low,Urban,924134.1398059502,0.19173387602950548,177187.82059618772
1519,<18,Female,Low,Rural,78859.44397742431,0.1705019268675495,13445.687149854419
1520,<18,Female,Middle,Urban,517599.17709477735,0.19742594594914487,102187.50716043537
1521,<18,Female,Middle,Rural,44168.46164501335,0.153080406395065,6761.326058463485
1522,<18,Female,High,Urban,1075318.7128006883,0.18252759159092824,196275.3348401667
1523,<18,Female,High,Rural,91760.527111127,0.21877857998116568,20075.23781969562
1524,<18,Other,Low,Urban,524443.1247489547,0.1599933735078885,83907.42474160367
1525,<18,Other,Low,Rural,44752.47849210478,0.16644510058950296,7448.830784247949
1526,<18,Other,Middle,Urban,293735.8529575283,0.1902781569931783,55891.51674357772
1527,<18,Other,Middle,Rural,25065.458619815847,0.18359163563879194,4601.808546048447
1528,<18,Other,High,Urban,610239.8792026379,0.18701260198547118,114122.54764498495
1529,<18,Other,High,Rural,52073.80129563823,0.18978374260295328,9882.760901448739
1530,18-24,Male,Low,Urban,2502410.467562163,0.1926944293712354,482200.5570994974
1531,18-24,Male,Low,Rural,213539.0194725149,0.20219399683912445,43176.307828255405
1532,18-24,Male,Middle,Urban,1401577.4799051448,0.18819637313857024,263771.79839084554
1533,18-24,Male,Middle,Rural,119601.27431263163,0.17517484690762913,20951.1349176726
1534,18-24,Male,High,Urban,2911794.6053188206,0.1934514740240546,563290.9584542161
1535,18-24,Male,High,Rural,248473.1314007315,0.21799763869790428,54166.555925233566
1536,18-24,Female,Low,Urban,2386276.4493686375,0.17734732507234852,423199.7451786694
1537,18-24,Female,Low,Rural,203628.9169158357,0.16050941390658716,32684.35810859392
1538,18-24,Female,Middle,Urban,1336531.8662215073,0.20214161338573944,270168.70777946874
1539,18-24,Female,Middle,Rural,114050.71546265874,0.17759237672092804,20254.537625735862
1540,18-24,Female,High,Urban,2776661.5358031155,0.13654660907971927,379143.71727600094
1541,18-24,Female,High,Rural,236941.77651841028,0.19694843354300842,46665.31172619847
1542,18-24,Other,Low,Urban,1354204.1395467895,0.16929343628092153,229257.8722097246
1543,18-24,Other,Low,Rural,115558.74940299283,0.1781893343539168,20591.33663489037
1544,18-24,Other,Middle,Urban,758477.49591303,0.1866396066113803,141561.94146079273
1545,18-24,Other,Middle,Rural,64723.41083476284,0.1838099935955813,11896.809731021935
1546,18-24,Other,High,Urban,1575746.408971095,0.19418903634278079,305992.67667869426
1547,18-24,Other,High,Rural,134463.68909926456,0.17129027258860313,23032.321959082212
1548,25-34,Male,Low,Urban,1253219.57138411,0.19026211596352166,238440.20741843848
1549,25-34,Male,Low,Rural,106941.39987267314,0.17480906644832164,18694.32627641865
1550,25-34,Male,Middle,Urban,701916.9522334621,0.19477620961775005,136716.72342247708
1551,25-34,Male,Middle,Rural,59896.91126775396,0.19230734968026106,11518.616259935528
1552,25-34,Male,High,Urban,1458241.177671851,0.16129122595910808,235201.5072907464
1553,25-34,Male,High,Rural,124436.5763614506,0.20171964232350065,25101.301675592793
1554,25-34,Female,Low,Urban,1195059.0791746166,0.16928073109771904,202300.47462764604
1555,25-34,Female,Low,Rural,101978.3713689788,0.1961611559656229,20004.19521123046
1556,25-34,Female,Middle,Urban,669341.7863453344,0.1873457462680268,125398.33647124084
1557,25-34,Female,Middle,Rural,57117.16387096422,0.21676367353590242,12380.92626262233
1558,25-34,Female,High,Urban,1390565.866345619,0.17553068035256295,244086.97259469767
1559,25-34,Female,High,Rural,118661.61665342991,0.17301366407763605,20530.081082585744
1560,25-34,Other,Low,Urban,678192.1484618535,0.17961160788224534,121811.18223834796
1561,25-34,Other,Low,Rural,57872.394746488535,0.1739364043433145,10066.11625294114
1562,25-34,Other,Middle,Urban,379849.2911750929,0.195998838038841,74450.0197001956
1563,25-34,Other,Middle,Rural,32413.80510363622,0.14767378783126822,4786.669377678453
1564,25-34,Other,High,Urban,789141.6155977816,0.15892635161707291,125415.39787615802
1565,25-34,Other,High,Rural,67340.0822942811,0.15864394156841613,10683.096080706266
1566,35-44,Male,Low,Urban,2792144.7899934896,0.1990061518394715,555653.9900352337
1567,35-44,Male,Low,Rural,238263.01416543673,0.21421226745163852,51038.86051424007
1568,35-44,Male,Middle,Urban,1563855.054563362,0.17791101562925057,278227.0410543048
1569,35-44,Male,Middle,Rural,133448.96022350938,0.1766235655361998,23570.23117177473
1570,35-44,Male,High,Urban,3248928.2802163353,0.1814010432622636,589358.979515515
1571,35-44,Male,High,Rural,277241.8707030868,0.2032375660521638,56345.963009444065
1572,35-44,Female,Low,Urban,2662564.532060843,0.1614529373161885,429878.8644951261
1573,35-44,Female,Low,Rural,227205.49918913096,0.1847673796546957,41980.16472831281
1574,35-44,Female,Middle,Urban,1491278.3235622211,0.19950395259564857,297515.91997087566
1575,35-44,Female,Middle,Rural,127255.74605045562,0.1900218833987969,24181.37653782658
1576,35-44,Female,High,Urban,3098149.2210271857,0.18379163233197487,569413.9025406229
1577,35-44,Female,High,Rural,264375.39141297835,0.20002092185134282,52880.60950523352
1578,35-44,Other,Low,Urban,1510996.729687895,0.12593535414001525,190287.90825764995
1579,35-44,Other,Low,Rural,128938.38331729025,0.19355750639061814,24956.99195293238
1580,35-44,Other,Middle,Urban,846295.6081717506,0.16691848633745152,141262.38191006155
1581,35-44,Other,Middle,Rural,72217.22283193014,0.14338734206287085,10355.035633032532
1582,35-44,Other,High,Urban,1758189.626838387,0.1902240519904996,334449.95498486236
1583,35-44,Other,High,Rural,150032.1765068262,0.20747317090325915,31127.651397388694
1584,45-54,Male,Low,Urban,3613956.538548644,0.17725102970744616,640577.517775705
1585,45-54,Male,Low,Rural,308390.9477128139,0.19905749094405875,61387.528281573155
1586,45-54,Male,Middle,Urban,2024144.3853614724,0.2122455651597729,429615.6690360268
1587,45-54,Male,Middle,Rural,172726.98181364514,0.20629828907168093,35633.28082467034
1588,45-54,Male,High,Urban,4205185.076233386,0.21279929058742786,894860.4010113034
1589,45-54,Male,High,Rural,358842.4479194772,0.19484254982143784,69917.77753679744
1590,45-54,Female,Low,Urban,3446236.9338559383,0.18150867277803184,625521.8919428252
1591,45-54,Female,Low,Rural,294078.87525441794,0.14796068376205662,43512.11146262023
1592,45-54,Female,Middle,Urban,1930206.1510377899,0.17507875023740102,337938.08062424033
1593,45-54,Female,Middle,Rural,164710.91941761455,0.16313506809367617,26870.127054964563
1594,45-54,Female,High,Urban,4010027.228837475,0.2234188543499563,895915.6893789987
1595,45-54,Female,High,Rural,342188.97882817814,0.17648228375135327,60390.29245814036
1596,45-54,Other,Low,Urban,1955728.2740319206,0.1824640961356897,356850.19180824683
1597,45-54,Other,Low,Rural,166888.80717410755,0.19102970752080933,31880.720022966518
1598,45-54,Other,Middle,Urban,1095385.725574937,0.18087204892744907,198124.66055061933
1599,45-54,Other,Middle,Rural,93472.9121443186,0.21390102080861506,19993.95132562374
1600,45-54,Other,High,Urban,2275677.4364612387,0.16754701276531095,381282.9564965012
1601,45-54,Other,High,Rural,194191.13479455092,0.18389214910474486,35710.225114459165
1602,55+,Male,Low,Urban,6009148.338665786,0.16515058828603904,992414.3832287289
1603,55+,Male,Low,Rural,512780.641200586,0.15359954977558588,78762.87562204624
1604,55+,Male,Middle,Urban,3365669.658938222,0.16776461818189428,564640.2852581571
1605,55+,Male,Middle,Rural,287203.8013564647,0.17925926405903175,51483.942066116215
1606,55+,Male,High,Urban,6992220.477775369,0.1714139555096548,1198564.169891084
1607,55+,Male,High,Rural,596669.4609515339,0.16615158040252287,99137.57391501877
1608,55+,Female,Low,Urban,5730270.611955324,0.1518736507265633,870277.1174887932
1609,55+,Female,Low,Rural,488983.075978406,0.1783378885474261,87204.20930541455
1610,55+,Female,Middle,Urban,3209472.7653944907,0.14990559251937996,481117.91657127405
1611,55+,Female,Middle,Rural,273875.0002167881,0.19520111927379205,53460.70658342708
1612,55+,Female,High,Urban,6667719.493342474,0.18164879505869005,1211183.2117549996
1613,55+,Female,High,Rural,568978.7111996869,0.15084897001070138,85829.85254248908
1614,55+,Other,Low,Urban,3251909.972747016,0.17381581845900274,565233.3934680158
1615,55+,Other,Low,Rural,277496.3084572536,0.16495687188818833,45774.92300362838
1616,55+,Other,Middle,Urban,1821365.3769284952,0.1863834902083836,339472.43589664105
1617,55+,Other,Middle,Rural,155423.1736687845,0.2068090089204629,32142.912509714308
1618,55+,Other,High,Urban,3783909.17012579,0.1424965506070851,539194.0045534429
1619,55+,Other,High,Rural,322893.5717923528,0.18230052158294835,58863.66655352711
1620,<18,Male,Low,Urban,2052706.3912302637,0.1439372064748811,295460.8236668185
1621,<18,Male,Low,Rural,1263491.430158263,0.1483172811398902,187397.61366462507
1622,<18,Male,Middle,Urban,2902009.301002487,0.18534253302022966,537865.7546960671
1623,<18,Male,Middle,Rural,1786258.3259453124,0.19017450046459866,339700.78483738005
1624,<18,Male,High,Urban,384343.44980417,0.1483761859593573,57027.41518040444
1625,<18,Male,High,Rural,236572.87624753013,0.1979007662815223,46817.95349080996
1626,<18,Female,Low,Urban,3536617.93672679,0.1703387789663312,602423.181012467
1627,<18,Female,Low,Rural,2176875.5989112337,0.18293586023971098,398228.61032166256
1628,<18,Female,Middle,Urban,4999886.0968724275,0.21224441256510848,1061197.8875231415
1629,<18,Female,Middle,Rural,3077553.254647177,0.19793678631731063,609161.0009452421
1630,<18,Female,High,Urban,662187.2198810738,0.17462938704188335,115637.34831480075
1631,<18,Female,High,Rural,407592.5719598972,0.16217615549169423,66101.79632742786
1632,<18,Other,Low,Urban,1996614.8656140103,0.1369636919734139,273463.74344349647
1633,<18,Other,Low,Rural,1228965.7121971264,0.1656169336151516,203537.53277224896
1634,<18,Other,Middle,Urban,2822710.0257913712,0.1757773952234461,496168.61580471357
1635,<18,Other,Middle,Rural,1737447.6655045091,0.1602564094569763,278437.12449315825
1636,<18,Other,High,Urban,373841.01723406,0.1773748606581539,66309.9983401939
1637,<18,Other,High,Rural,230108.36987446042,0.18153703765917537,41773.19180759138
1638,18-24,Male,Low,Urban,947533.9211020983,0.17550288036383843,166294.9323958603
1639,18-24,Male,Low,Rural,583230.5069110394,0.1669999483835308,97399.46454984408
1640,18-24,Male,Middle,Urban,1339574.0685571781,0.18337309343933456,245641.84084244497
1641,18-24,Male,Middle,Rural,824540.8904630677,0.18883881299138816,155705.3230179079
1642,18-24,Male,High,Urban,177413.80725403546,0.15819201845114306,28065.448270617915
1643,18-24,Male,High,Rural,109202.57568978277,0.2082186475949254,22738.012624009043
1644,18-24,Female,Low,Urban,1632510.8526691576,0.17802823735431475,290633.0295624795
1645,18-24,Female,Low,Rural,1004850.7087034538,0.18037699245889693,181251.9487061201
1646,18-24,Female,Middle,Urban,2307958.75078559,0.19416428846513115,448123.1686531571
1647,18-24,Female,Middle,Rural,1420605.5552974844,0.18466432262527002,262335.1625867055
1648,18-24,Female,High,Urban,305667.1210447979,0.1990627326782649,60846.932405075444
1649,18-24,Female,High,Rural,188145.65471771234,0.18574248330403648,34946.6411301317
1650,18-24,Other,Low,Urban,921641.9457885155,0.16775125250719122,154606.5907691883
1651,18-24,Other,Low,Rural,567293.3572736896,0.18723007050412202,106214.37527887299
1652,18-24,Other,Middle,Urban,1302969.3434477528,0.15712547585358677,204729.67811186367
1653,18-24,Other,Middle,Rural,802009.77901106,0.18217119411553045,146103.0791347775
1654,18-24,Other,High,Urban,172565.86058383362,0.17933540018711078,30947.16766643497
1655,18-24,Other,High,Rural,106218.54490104772,0.1758376628545492,18677.220687211222
1656,25-34,Male,Low,Urban,175881.1214749573,0.17742924977122138,31206.455432222727
1657,25-34,Male,Low,Rural,108259.16977685528,0.14236301909004723,15412.102253615112
1658,25-34,Male,Middle,Urban,248651.56194362868,0.16902550184518075,42028.45504210988
1659,25-34,Male,Middle,Rural,153051.17134796275,0.1818568980228223,27833.41126009996
1660,25-34,Male,High,Urban,32931.52750530334,0.183197127839948,6032.96125435382
1661,25-34,Male,High,Rural,20270.16769798931,0.15944649718148082,3232.007236725596
1662,25-34,Female,Low,Urban,303026.4491782261,0.205314156817294,62215.61990636609
1663,25-34,Female,Low,Rural,186520.2560306289,0.16267650303571,30342.462996388007
1664,25-34,Female,Middle,Urban,428402.99894907087,0.19938914401053473,85418.90725200126
1665,25-34,Female,Middle,Rural,263692.6158259969,0.1885438872374337,49717.630823640684
1666,25-34,Female,High,Urban,56737.89069720042,0.16707545380312394,9479.508836066805
1667,25-34,Female,High,Rural,34923.571616203604,0.21550621785219023,7526.246832898141
1668,25-34,Other,Low,Urban,171075.05643186305,0.1561272633648704,26709.480390697547
1669,25-34,Other,Low,Rural,105300.91816294892,0.19838308347220002,20889.920837619597
1670,25-34,Other,Middle,Urban,241856.99769621907,0.20001164636085955,48374.216293115394
1671,25-34,Other,Middle,Rural,148868.94941162603,0.1665875958184671,24799.720374503784
1672,25-34,Other,High,Urban,32031.652283723797,0.20784930600128657,6657.756697246517
1673,25-34,Other,High,Rural,19716.2722965159,0.17499906970802093,3450.329310000308
1674,35-44,Male,Low,Urban,1132860.5000724255,0.18577387258559713,210455.88219771063
1675,35-44,Male,Low,Rural,697303.5888237511,0.18520643677542442,129145.1130367626
1676,35-44,Male,Middle,Urban,1601579.1259743401,0.17731382517058902,283982.12113987893
1677,35-44,Male,Middle,Rural,985811.4677453368,0.19621616546319565,193432.14607063477
1678,35-44,Male,High,Urban,212113.8778565195,0.19586977441104425,41546.69740520827
1679,35-44,Male,High,Rural,130561.3252992914,0.14502936053523638,18935.22551878921
1680,35-44,Female,Low,Urban,1951810.9270192208,0.20608680485756303,402242.47763546935
1681,35-44,Female,Low,Rural,1201387.7825459572,0.1467501602392865,176303.8495981403
1682,35-44,Female,Middle,Urban,2759368.5527589335,0.20065092408683313,553669.8500072274
1683,35-44,Female,Middle,Rural,1698459.4260310011,0.20253410273655165,343995.9558856273
1684,35-44,Female,High,Urban,365452.04334188293,0.15818067139569603,57807.44957874805
1685,35-44,Female,High,Rural,224944.74946295354,0.1717837142409083,38641.84456173672
1686,35-44,Other,Low,Urban,1101904.3564997588,0.1578859066302813,173975.16834582112
1687,35-44,Other,Low,Rural,678249.3186748814,0.1757015793942253,119169.47651423387
1688,35-44,Other,Middle,Urban,1557814.9437440676,0.17383931431628516,270809.4816521311
1689,35-44,Other,Middle,Rural,958873.5337904019,0.1955932106453868,187549.15307695247
1690,35-44,Other,High,Urban,206317.72938434518,0.20620617492239218,42543.98979501906
1691,35-44,Other,High,Rural,126993.652906491,0.20791367621579912,26403.717231861745
1692,45-54,Male,Low,Urban,208993.70812193686,0.16875663946843394,35269.07585270482
1693,45-54,Male,Low,Rural,128640.78384381242,0.17581556252510944,22617.05177517089
1694,45-54,Male,Middle,Urban,295464.410990293,0.146331236155581,43235.67250019021
1695,45-54,Male,Middle,Rural,181865.6349480412,0.1638825986700762,29804.612864068422
1696,45-54,Male,High,Urban,39131.442816236864,0.19929703266194915,7798.780437056754
1697,45-54,Male,High,Rural,24086.36854217169,0.21231165647096462,5113.816803558605
1698,45-54,Female,Low,Urban,360076.2875610751,0.15531302256240154,55924.53657415904
1699,45-54,Female,Low,Rural,221635.839144024,0.1681507148169421,37268.224781120436
1700,45-54,Female,Middle,Urban,509057.08679866866,0.17947188486082144,91361.43486951586
1701,45-54,Female,Middle,Rural,313337.1968730324,0.1856032231763921,58156.39368069054
1702,45-54,Female,High,Urban,67419.75527779105,0.16380792960156706,11043.890526299276
1703,45-54,Female,High,Rural,41498.52281884414,0.1884812208892818,7821.692245997463
1704,45-54,Other,Low,Urban,203282.82029947938,0.17052321305858167,34664.43967707749
1705,45-54,Other,Low,Rural,125125.5914845459,0.1797109545824344,22486.43948837947
1706,45-54,Other,Middle,Urban,287390.65546024835,0.19092568496007398,54870.25774487254
1707,45-54,Other,Middle,Rural,176896.03921579893,0.18012844539621875,31864.008540690407
1708,45-54,Other,High,Urban,38062.15091141047,0.17127228218946863,6518.991451637235
1709,45-54,Other,High,Rural,23428.192992147702,0.17780780392148338,4165.715545782469
1710,55+,Male,Low,Urban,633788.5008757113,0.1782327408158933,112961.86160867423
1711,55+,Male,Low,Rural,390112.45973145374,0.17259977940235743,67333.32449175997
1712,55+,Male,Middle,Urban,896017.147054041,0.17482407874665795,156645.37227493146
1713,55+,Male,Middle,Rural,551520.6614128196,0.21197294341009432,116907.45795115741
1714,55+,Male,High,Urban,118668.92406701675,0.19121838895882476,22691.68047957205
1715,55+,Male,High,Rural,73043.65067763752,0.17409039363941678,12716.197899329967
1716,55+,Female,Low,Urban,1091957.3251510304,0.1939390880902147,211773.2078732209
1717,55+,Female,Low,Rural,672126.6754569677,0.1733236102048798,116495.4219052052
1718,55+,Female,Middle,Urban,1543752.3493006055,0.2034624927517328,314095.7011800449
1719,55+,Female,Middle,Rural,950217.6599445293,0.18739284384396188,178063.98956776006
1720,55+,Female,High,Urban,204455.27289265508,0.17785395711991542,36363.17933799088
1721,55+,Female,High,Rural,125847.26498352908,0.18895433851620555,23779.386709036375
1722,55+,Other,Low,Urban,616469.8214561718,0.14858247695863,91596.6130422024
1723,55+,Other,Low,Rural,379452.38524553,0.1574646506218039,59750.33727029752
1724,55+,Other,Middle,Urban,871532.9008065971,0.1561214998720189,136065.02366173742
1725,55+,Other,Middle,Rural,536450.0037485303,0.18285886189527412,98094.63714917179
1726,55+,Other,High,Urban,115426.21920547589,0.21465029998970184,24776.272579132485
1727,55+,Other,High,Rural,71047.6858282107,0.22462600292385265,15959.157684580621
1728,<18,Male,Low,Urban,863981.883894896,0.22148165339499948,191356.13614836804
1729,<18,Male,Low,Rural,88793.01646864276,0.16161230816827152,14350.044340720702
1730,<18,Male,Middle,Urban,498594.4266062001,0.1293942495450734,64515.25165806544
1731,<18,Male,Middle,Rural,51241.471560998034,0.17427991556239777,8930.359336943744
1732,<18,Male,High,Urban,310467.3765218204,0.20201919269997143,62720.368764616214
1733,<18,Male,High,Rural,31907.30661180379,0.21916694908441187,6993.027043609919
1734,<18,Female,Low,Urban,5132372.227999873,0.15540900811095165,797616.8772096554
1735,<18,Female,Low,Rural,527463.3881321475,0.18993398446473042,100183.22296720538
1736,<18,Female,Middle,Urban,2961835.4688331443,0.17069379086439893,505566.9240917637
1737,<18,Female,Middle,Rural,304393.3101651754,0.17788103291391727,54145.7964242678
1738,<18,Female,High,Urban,1844291.148533403,0.2328868669403407,429511.18730774673
1739,<18,Female,High,Rural,189541.21304772643,0.14994059343209692,28419.921964215613
1740,<18,Other,Low,Urban,4050284.5264055408,0.18507479322989145,749605.5712467342
1741,<18,Other,Low,Rural,416255.2333094593,0.18935386343530866,78819.5366023119
1742,<18,Other,Middle,Urban,2337374.5777299227,0.20171572649878694,471485.2110465867
1743,<18,Other,Middle,Rural,240216.30921026072,0.1819596630694179,43709.67868767815
1744,<18,Other,High,Urban,1455448.5858097293,0.18616101079008204,270947.7798873347
1745,<18,Other,High,Rural,149579.14356545405,0.1721670286515642,25752.59669590996
1746,18-24,Male,Low,Urban,1024121.46871614,0.18538253882490213,189854.2379356856
1747,18-24,Male,Low,Rural,105250.8578393585,0.1731361544900518,18222.72878308565
1748,18-24,Male,Middle,Urban,591009.2167299897,0.19243143779712102,113728.75332670224
1749,18-24,Male,Middle,Rural,60739.110498073314,0.17260779327912731,10484.04382880951
1750,18-24,Male,High,Urban,368012.6997554652,0.18754200787804373,69017.8406367596
1751,18-24,Male,High,Rural,37821.34593233194,0.17941474372630042,6785.70708783309
1752,18-24,Female,Low,Urban,6083660.643950001,0.20252100501544334,1232069.0677856535
1753,18-24,Female,Low,Rural,625229.0584065074,0.17897212552823027,111898.57352502666
1754,18-24,Female,Middle,Urban,3510813.533222136,0.14453935063586237,507450.70829552517
1755,18-24,Female,Middle,Rural,360812.80138467567,0.20523843001427983,74052.652885245
1756,18-24,Female,High,Urban,2186131.6712584877,0.16188535398274762,353902.69945457595
1757,18-24,Female,High,Rural,224672.7959313212,0.1669246732270236,37503.43304383755
1758,18-24,Other,Low,Urban,4801007.307238057,0.16808677411913014,806985.8307960166
1759,18-24,Other,Low,Rural,493408.4022408997,0.20748876186341633,102376.69847397077
1760,18-24,Other,Middle,Urban,2770608.4237476196,0.13728651572042608,380367.1769219725
1761,18-24,Other,Middle,Rural,284740.552995102,0.2427549706731999,69122.18459179671
1762,18-24,Other,High,Urban,1725216.895313532,0.20112113618132102,346977.58214466873
1763,18-24,Other,High,Rural,177303.73177152235,0.18446477828258317,32706.293569908466
1764,25-34,Male,Low,Urban,457830.95606051676,0.17890211998767427,81906.92863521019
1765,25-34,Male,Low,Rural,47052.134285585664,0.18571108149715312,8738.102744925392
1766,25-34,Male,Middle,Urban,264209.20076529204,0.19042244856758678,50311.36294381203
1767,25-34,Male,Middle,Rural,27153.26831734059,0.19290431171900113,5237.9825356779465
1768,25-34,Male,High,Urban,164519.1623437756,0.19111208932006896,31441.600848706566
1769,25-34,Male,High,Rural,16907.938654388814,0.18179161362510496,3073.721451055628
1770,25-34,Female,Low,Urban,2719685.3635526877,0.17605323159385347,478809.3971719549
1771,25-34,Female,Low,Rural,279507.09589743876,0.17697453432692975,49465.638137521724
1772,25-34,Female,Middle,Urban,1569500.4602142656,0.17610183439294638,276391.91012430575
1773,25-34,Female,Middle,Rural,161300.46568002,0.2026754019373413,32691.636714378375
1774,25-34,Female,High,Urban,977304.7277108359,0.19187113444561724,187516.56680494314
1775,25-34,Female,High,Rural,100439.41476100124,0.12119222730671439,12172.476384268628
1776,25-34,Other,Low,Urban,2146278.378757012,0.1931180155305952,414485.02128177736
1777,25-34,Other,Low,Rural,220576.99933723005,0.1838947238943755,40562.94639056977
1778,25-34,Other,Middle,Urban,1238593.60658055,0.17962582487108206,222483.3982620798
1779,25-34,Other,Middle,Rural,127292.55619489512,0.17222963093822227,21923.549974629706
1780,25-34,Other,High,Urban,771253.9232121877,0.20248225439972026,156165.2330866325
1781,25-34,Other,High,Rural,79263.19241390021,0.19895052924245715,15769.454080192161
1782,35-44,Male,Low,Urban,285700.035990328,0.16454244664352782,47009.78292799252
1783,35-44,Male,Low,Rural,29361.92120883298,0.1881410457424907,5524.182561238454
1784,35-44,Male,Middle,Urban,164874.34317928043,0.16056686530917427,26473.356454206096
1785,35-44,Male,Middle,Rural,16944.44124589473,0.1524076367042214,2582.4622455603485
1786,35-44,Male,High,Urban,102664.81543135835,0.1674656555082007,17192.830613840862
1787,35-44,Male,High,Rural,10551.052999226695,0.19724786944765516,2081.1727245267575
1788,35-44,Female,Low,Urban,1697163.9771485096,0.19906250090752173,337841.7057413384
1789,35-44,Female,Low,Rural,174420.68147723703,0.19026170840194584,33185.57683849075
1790,35-44,Female,Middle,Urban,979414.6333582147,0.19450191573695993,190498.022488985
1791,35-44,Female,Middle,Rural,100656.25366744964,0.19032356574229917,19157.257112250394
1792,35-44,Female,High,Urban,609867.0091753174,0.16717036809554095,101951.69241316445
1793,35-44,Female,High,Rural,62677.160712288125,0.1886384508934788,11823.322503167643
1794,35-44,Other,Low,Urban,1339341.0863530345,0.19600819050455365,262521.8228044614
1795,35-44,Other,Low,Rural,137646.56106162298,0.1950858265962715,26852.893142840876
1796,35-44,Other,Middle,Urban,772918.9852568174,0.20377826742949284,157504.091678996
1797,35-44,Other,Middle,Rural,79434.31392038781,0.19416607694402127,15423.44910866156
1798,35-44,Other,High,Urban,481285.22264072904,0.18702896415083164,90014.27665159795
1799,35-44,Other,High,Rural,49462.57264955727,0.20140300476632855,9961.910755093655
1800,45-54,Male,Low,Urban,245067.28802065126,0.1794695748150188,43982.12198213603
1801,45-54,Male,Low,Rural,25186.018534377577,0.16236250697544563,4089.265109971582
1802,45-54,Male,Middle,Urban,141425.63198172048,0.1767386607211247,24995.37678808794
1803,45-54,Male,Middle,Rural,14534.573818875071,0.16510194710387102,2399.686437821221
1804,45-54,Male,High,Urban,88063.64971460996,0.16649643450051235,14662.28368658462
1805,45-54,Male,High,Rural,9050.464188146554,0.17710962658568963,1602.9243327897927
1806,45-54,Female,Low,Urban,1455790.412361755,0.16415160158000078,238970.32775399185
1807,45-54,Female,Low,Rural,149614.27371254304,0.17384076940721918,26009.06045649077
1808,45-54,Female,Middle,Urban,840120.6083605948,0.14212770666092428,119404.41538487187
1809,45-54,Female,Middle,Rural,86340.74904154267,0.18426587414745876,15909.653596686223
1810,45-54,Female,High,Urban,523130.6796087362,0.18002410950724448,94176.13475248235
1811,45-54,Female,High,Rural,53763.10767113434,0.16365822737863617,8798.774899824602
1812,45-54,Other,Low,Urban,1148857.705353187,0.1931849133686481,221941.97628155927
1813,45-54,Other,Low,Rural,118070.23162532225,0.19875140275253117,23466.624158849067
1814,45-54,Other,Middle,Urban,662993.1246595099,0.14784880271262052,98022.7396876077
1815,45-54,Other,Middle,Rural,68137.02987741148,0.16474550442867572,11225.269357425903
1816,45-54,Other,High,Urban,412836.0147668017,0.16461715300425403,67959.88940853307
1817,45-54,Other,High,Rural,42427.92093369496,0.1612019379778227,6839.46307888146
1818,55+,Male,Low,Urban,183916.38124628548,0.19658949683863497,36156.02884958982
1819,55+,Male,Low,Rural,18901.426723481192,0.1761234772245439,3328.9849990444254
1820,55+,Male,Middle,Urban,106136.11738893167,0.17470970317378778,18543.00956503855
1821,55+,Male,Middle,Rural,10907.80512289036,0.13992275271186494,1526.2501188394015
1822,55+,Male,High,Urban,66089.3908186013,0.19270836060418453,12735.978157981901
1823,55+,Male,High,Rural,6792.128951713659,0.15521483210293055,1054.2391548616893
1824,55+,Female,Low,Urban,1092531.3886529382,0.18119865260532655,197965.21555293875
1825,55+,Female,Low,Rural,112281.47186124415,0.18554753875916383,20833.55075211016
1826,55+,Female,Middle,Urban,630487.8278454203,0.20721317191677302,130645.38266276587
1827,55+,Female,Middle,Rural,64796.400393005904,0.15382359201761775,9967.215058263946
1828,55+,Female,High,Urban,392595.4471101877,0.1196097568835835,46958.24598245131
1829,55+,Female,High,Rural,40347.760353051315,0.1836769908950739,7410.9552110040295
1830,55+,Other,Low,Urban,862186.6812255426,0.21601022363021707,186241.13782252412
1831,55+,Other,Low,Rural,88608.52016940803,0.20477892705878875,18145.157688558418
1832,55+,Other,Middle,Urban,497558.4349236741,0.1841931883054925,91646.87449688243
1833,55+,Other,Middle,Rural,51135.000779327,0.17016727628735906,8701.503805570059
1834,55+,Other,High,Urban,309822.2798207569,0.1961424519327462,60769.30162743666
1835,55+,Other,High,Rural,31841.008830485538,0.16052907600591063,5111.407726653884
1836,<18,Male,Low,Urban,722620.4080139424,0.18000414129836395,130074.6660292231
1837,<18,Male,Low,Rural,131377.14201800173,0.17981399357722747,23623.448571019464
1838,<18,Male,Middle,Urban,3399363.4054783117,0.17344210566974164,589592.7469828221
1839,<18,Male,Middle,Rural,618026.6208087847,0.18310381367717957,113163.03122410862
1840,<18,Male,High,Urban,293371.5715557585,0.19650196529335268,57648.090371905986
