sale_date,location,age,gender,household_income,flavor,units_sold,unit_price_usd,revenue_usd,profit_margin_pct,profit_usd,month,season_mult,price_adj_loc
2025-11-10,UK,44,Prefer not to say,43900.0,Stracciatella,2,3.82,6.88,15.34,1.06,11,0.9,0.2
2025-08-23,USA,34,Female,52100.0,Berry,2,4.08,9.79,14.0,1.37,8,1.2,0.3
2025-03-26,Canada,49,Male,13500.0,Hazelnut,4,3.69,14.76,16.28,2.4,3,1.0,0.25
2025-04-18,Germany,18,Male,38500.0,Vanilla,1,3.99,3.99,14.14,0.56,4,1.0,0.1
2025-10-08,UK,36,Male,33000.0,Pistachio,2,4.08,7.34,12.89,0.95,10,0.9,0.2
2025-06-25,UK,29,Male,58500.0,Pistachio,3,4.08,14.69,12.88,1.89,6,1.2,0.2
2025-04-06,Spain,44,Female,44000.0,Vanilla,4,3.94,15.76,14.2,2.24,4,1.0,0.05
2025-08-20,Italy,44,Female,46300.0,Berry,1,3.83,4.6,14.1,0.65,8,1.2,0.05
2026-01-02,France,28,Male,28500.0,Chocolate,1,3.77,3.39,13.19,0.45,1,0.9,0.15
2026-01-07,Italy,28,Female,36300.0,Coffee,1,3.7,3.33,12.2,0.41,1,0.9,0.05
2025-12-28,Italy,36,Male,58200.0,Vanilla,1,3.94,3.55,14.29,0.51,12,0.9,0.05
2025-09-18,Brazil,25,Female,35200.0,Mint,3,3.71,11.13,14.26,1.59,9,1.0,-0.1
2025-08-13,UK,49,Male,39600.0,Cookies & Cream,5,3.28,19.68,13.04,2.57,8,1.2,0.2
2025-03-14,Germany,32,Male,16800.0,Cookies & Cream,1,3.18,3.18,12.99,0.41,3,1.0,0.1
2026-01-17,UK,18,Female,35100.0,Berry,6,3.98,21.49,14.06,3.02,1,0.9,0.2
2025-07-16,Canada,32,Male,13300.0,Mint,1,4.06,4.87,14.22,0.69,7,1.2,0.25
2025-10-15,USA,23,Male,28100.0,Pistachio,1,4.18,3.76,12.89,0.48,10,0.9,0.3
2025-11-05,Netherlands,18,Female,37500.0,Vanilla,1,3.99,3.59,14.29,0.51,11,0.9,0.1
2025-06-23,UK,20,Male,53300.0,Pistachio,6,4.08,29.38,12.88,3.78,6,1.2,0.2
2025-08-28,France,39,Male,22000.0,Stracciatella,2,3.77,9.05,15.3,1.38,8,1.2,0.15
2025-12-07,France,56,Female,43800.0,Chocolate,1,3.77,3.39,13.19,0.45,12,0.9,0.15
2025-09-07,Netherlands,42,Male,75700.0,Berry,1,3.88,3.88,14.02,0.54,9,1.0,0.1
2025-10-06,Germany,29,Female,26400.0,Cookies & Cream,6,3.18,17.17,13.05,2.24,10,0.9,0.1
2025-06-02,UK,44,Female,16800.0,Salted Caramel,4,3.55,17.04,14.12,2.41,6,1.2,0.2
2026-02-10,Italy,31,Female,42000.0,Vanilla,1,3.94,3.55,14.29,0.51,2,0.9,0.05
2025-12-23,France,28,Male,20000.0,Vanilla,1,4.04,3.64,14.29,0.52,12,0.9,0.15
2026-01-31,Australia,21,Male,24100.0,Chocolate,4,3.87,13.93,13.35,1.86,1,0.9,0.25
2025-09-09,UK,18,Female,57600.0,Coffee,5,3.85,19.25,12.27,2.36,9,1.0,0.2
2025-04-11,USA,32,Female,92800.0,Chocolate,4,3.92,15.68,13.33,2.09,4,1.0,0.3
2026-01-09,Netherlands,40,Female,22000.0,Pistachio,5,3.98,17.91,12.89,2.31,1,0.9,0.1
2025-07-28,Canada,36,Male,25100.0,Mint,2,4.06,9.74,14.33,1.4,7,1.2,0.25
2025-07-03,Netherlands,32,Female,29100.0,Hazelnut,4,3.54,16.99,16.29,2.77,7,1.2,0.1
2026-02-27,Brazil,24,Male,27600.0,Hazelnut,5,3.34,15.03,16.28,2.45,2,0.9,-0.1
2025-04-05,Canada,46,Female,95500.0,Stracciatella,4,3.87,15.48,15.33,2.37,4,1.0,0.25
2025-04-10,Netherlands,19,Male,27900.0,Pistachio,2,3.98,7.96,12.89,1.03,4,1.0,0.1
2025-07-14,Brazil,48,Male,29900.0,Chocolate,3,3.52,12.67,13.35,1.69,7,1.2,-0.1
2025-05-16,France,23,Male,81500.0,Pistachio,3,4.03,13.3,12.89,1.71,5,1.1,0.15
2025-09-09,France,27,Female,48500.0,Stracciatella,4,3.77,15.08,15.33,2.31,9,1.0,0.15
2026-02-26,UK,18,Male,59500.0,Hazelnut,1,3.64,3.28,16.13,0.53,2,0.9,0.2
2026-01-17,Netherlands,30,Male,23100.0,Pistachio,1,3.98,3.58,12.89,0.46,1,0.9,0.1
2025-05-16,Italy,51,Male,27900.0,Stracciatella,2,3.67,8.07,15.33,1.24,5,1.1,0.05
2025-09-14,USA,45,Female,21600.0,Mint,3,4.11,12.33,14.26,1.76,9,1.0,0.3
2025-08-08,UK,51,Non-binary,54200.0,Salted Caramel,1,3.55,4.26,13.93,0.59,8,1.2,0.2
2025-08-30,Australia,45,Female,67000.0,Mint,2,4.06,9.74,14.33,1.4,8,1.2,0.25
2025-04-22,Germany,22,Female,26900.0,Salted Caramel,1,3.45,3.45,14.03,0.48,4,1.0,0.1
2025-04-14,Spain,33,Male,30300.0,Stracciatella,4,3.67,14.68,15.33,2.25,4,1.0,0.05
2025-03-01,Germany,27,Male,30900.0,Chocolate,1,3.72,3.72,13.26,0.49,3,1.0,0.1
2025-08-03,Canada,56,Male,16800.0,Cookies & Cream,4,3.33,15.98,13.06,2.09,8,1.2,0.25
2025-10-12,Germany,21,Female,25900.0,Pistachio,2,3.98,7.16,12.89,0.92,10,0.9,0.1
2025-08-30,France,50,Female,53500.0,Hazelnut,5,3.59,21.54,16.28,3.51,8,1.2,0.15
2025-07-15,Canada,50,Male,23400.0,Cookies & Cream,5,3.33,19.98,13.04,2.61,7,1.2,0.25
2025-04-20,Australia,63,Female,38000.0,Mint,4,4.06,16.24,14.24,2.31,4,1.0,0.25
2025-05-05,UK,32,Male,18900.0,Pistachio,2,4.08,8.98,12.88,1.16,5,1.1,0.2
2025-04-12,Netherlands,47,Male,33800.0,Salted Caramel,1,3.45,3.45,14.03,0.48,4,1.0,0.1
2025-06-02,UK,69,Female,27400.0,Coffee,1,3.85,4.62,12.33,0.57,6,1.2,0.2
2025-10-05,Brazil,29,Female,19700.0,Salted Caramel,1,3.25,2.92,13.91,0.41,10,0.9,-0.1
2025-10-14,Netherlands,18,Male,53900.0,Pistachio,3,3.98,10.75,12.88,1.38,10,0.9,0.1
2025-12-09,Germany,18,Female,55500.0,Chocolate,2,3.72,6.7,13.34,0.89,12,0.9,0.1
2025-12-08,Netherlands,47,Female,22400.0,Stracciatella,1,3.72,3.35,15.34,0.51,12,0.9,0.1
2025-11-16,UK,18,Female,32600.0,Salted Caramel,1,3.55,3.2,13.91,0.45,11,0.9,0.2
2025-09-23,USA,32,Female,37100.0,Chocolate,3,3.92,11.76,13.35,1.57,9,1.0,0.3
2025-04-20,Canada,44,Male,14700.0,Mint,1,4.06,4.06,14.17,0.58,4,1.0,0.25
2025-03-12,Canada,40,Male,18100.0,Cookies & Cream,1,3.33,3.33,12.99,0.43,3,1.0,0.25
2025-04-13,France,43,Male,69100.0,Stracciatella,2,3.77,7.54,15.33,1.16,4,1.0,0.15
2025-08-27,France,41,Female,21300.0,Salted Caramel,2,3.5,8.4,14.18,1.19,8,1.2,0.15
2025-12-07,UK,55,Male,68100.0,Salted Caramel,2,3.55,6.39,14.26,0.91,12,0.9,0.2
2025-04-15,Spain,24,Non-binary,18500.0,Cookies & Cream,1,3.13,3.13,12.99,0.41,4,1.0,0.05
2025-12-29,Netherlands,28,Male,50500.0,Berry,2,3.88,6.98,13.97,0.98,12,0.9,0.1
2025-12-30,Australia,27,Male,31100.0,Pistachio,2,4.13,7.43,12.89,0.96,12,0.9,0.25
2025-08-12,Canada,49,Female,33300.0,Hazelnut,4,3.69,17.71,16.29,2.88,8,1.2,0.25
2025-09-12,Germany,50,Male,91900.0,Cookies & Cream,3,3.18,9.54,13.1,1.25,9,1.0,0.1
2025-03-05,UK,44,Female,19400.0,Vanilla,1,4.09,4.09,14.14,0.58,3,1.0,0.2
2025-07-26,UK,54,Male,48900.0,Salted Caramel,2,3.55,8.52,14.18,1.21,7,1.2,0.2
2025-09-26,Germany,21,Male,47900.0,Hazelnut,2,3.54,7.08,16.28,1.15,9,1.0,0.1
2025-09-13,UK,61,Male,194300.0,Salted Caramel,2,3.55,7.1,14.18,1.01,9,1.0,0.2
2025-04-11,Netherlands,59,Male,21200.0,Pistachio,2,3.98,7.96,12.89,1.03,4,1.0,0.1
2025-12-10,France,48,Male,26600.0,Berry,1,3.93,3.54,14.12,0.5,12,0.9,0.15
2025-07-01,Germany,62,Female,54600.0,Berry,1,3.88,4.66,14.1,0.66,7,1.2,0.1
2025-12-16,USA,18,Female,32900.0,Berry,2,4.08,7.34,13.97,1.03,12,0.9,0.3
2025-11-20,Germany,30,Male,28800.0,Vanilla,4,3.99,14.36,14.21,2.04,11,0.9,0.1
2025-05-24,Italy,27,Female,58600.0,Coffee,1,3.7,4.07,12.44,0.51,5,1.1,0.05
2026-02-12,France,48,Female,31800.0,Hazelnut,1,3.59,3.23,16.13,0.52,2,0.9,0.15
2025-09-09,Netherlands,23,Female,23300.0,Mint,6,3.91,23.46,14.26,3.35,9,1.0,0.1
2025-05-24,Brazil,48,Female,52200.0,Hazelnut,3,3.34,11.02,16.3,1.8,5,1.1,-0.1
2025-05-09,UK,57,Prefer not to say,43800.0,Salted Caramel,1,3.55,3.9,14.09,0.55,5,1.1,0.2
2025-07-14,Netherlands,47,Female,31100.0,Salted Caramel,1,3.45,4.14,13.93,0.58,7,1.2,0.1
2025-07-31,Canada,41,Male,30300.0,Vanilla,1,4.14,4.97,14.13,0.7,7,1.2,0.25
2025-07-14,Netherlands,24,Male,23000.0,Mint,1,3.91,4.69,14.22,0.67,7,1.2,0.1
2025-11-06,France,26,Female,52200.0,Cookies & Cream,5,3.23,14.53,13.06,1.9,11,0.9,0.15
2025-05-12,Australia,55,Male,30300.0,Berry,2,4.03,8.87,14.06,1.25,5,1.1,0.25
2025-03-31,Italy,48,Female,24700.0,Salted Caramel,4,3.4,13.6,14.1,1.92,3,1.0,0.05
2025-05-23,Canada,37,Male,19100.0,Cookies & Cream,4,3.33,14.65,13.06,1.91,5,1.1,0.25
2025-10-07,UK,32,Female,44200.0,Mint,2,4.01,7.22,14.29,1.03,10,0.9,0.2
2025-07-18,UK,18,Female,28200.0,Salted Caramel,1,3.55,4.26,13.93,0.59,7,1.2,0.2
2025-09-30,France,23,Female,13300.0,Vanilla,2,4.04,8.08,14.27,1.15,9,1.0,0.15
2025-07-30,Germany,64,Female,19900.0,Salted Caramel,4,3.45,16.56,14.12,2.34,7,1.2,0.1
2025-11-01,Germany,20,Male,32300.0,Chocolate,1,3.72,3.35,13.19,0.44,11,0.9,0.1
2025-04-07,Germany,40,Female,32800.0,Hazelnut,5,3.54,17.7,16.28,2.88,4,1.0,0.1
2025-08-30,Germany,52,Male,32200.0,Chocolate,6,3.72,26.78,13.35,3.58,8,1.2,0.1
2025-07-05,UK,20,Female,30000.0,Berry,2,3.98,9.55,14.0,1.34,7,1.2,0.2
2025-07-03,Brazil,40,Male,17400.0,Coffee,2,3.55,8.52,12.33,1.05,7,1.2,-0.1
2026-01-13,UK,51,Male,23500.0,Pistachio,2,4.08,7.34,12.89,0.95,1,0.9,0.2
2025-11-07,Germany,38,Male,65600.0,Hazelnut,2,3.54,6.37,16.32,1.04,11,0.9,0.1
2025-12-28,Germany,78,Female,61000.0,Salted Caramel,1,3.45,3.11,13.91,0.43,12,0.9,0.1
2026-01-08,Brazil,18,Male,48500.0,Pistachio,1,3.78,3.4,12.89,0.44,1,0.9,-0.1
2025-06-07,USA,52,Female,46400.0,Pistachio,1,4.18,5.02,12.88,0.65,6,1.2,0.3
2025-10-19,USA,35,Female,57100.0,Chocolate,1,3.92,3.53,13.19,0.47,10,0.9,0.3
2025-04-22,UK,48,Male,20700.0,Vanilla,1,4.09,4.09,14.14,0.58,4,1.0,0.2
2025-05-07,USA,44,Prefer not to say,36900.0,Stracciatella,6,3.92,25.87,15.32,3.96,5,1.1,0.3
2025-08-01,Australia,27,Male,20700.0,Cookies & Cream,2,3.33,7.99,12.99,1.04,8,1.2,0.25
2025-03-02,Germany,41,Male,20900.0,Vanilla,1,3.99,3.99,14.14,0.56,3,1.0,0.1
2025-09-17,Netherlands,18,Male,43700.0,Mint,3,3.91,11.73,14.26,1.67,9,1.0,0.1
2025-08-16,USA,46,Prefer not to say,58300.0,Berry,1,4.08,4.9,14.1,0.69,8,1.2,0.3
2026-01-10,USA,42,Male,33000.0,Hazelnut,1,3.74,3.37,16.13,0.54,1,0.9,0.3
2025-09-09,Canada,46,Female,82800.0,Hazelnut,5,3.69,18.45,16.28,3.0,9,1.0,0.25
2025-08-14,Canada,52,Male,40400.0,Cookies & Cream,1,3.33,4.0,12.97,0.52,8,1.2,0.25
2025-10-10,Germany,43,Female,24600.0,Vanilla,1,3.99,3.59,14.29,0.51,10,0.9,0.1
2025-08-17,Australia,40,Female,21100.0,Pistachio,1,4.13,4.96,12.88,0.64,8,1.2,0.25
2025-10-05,UK,25,Male,60400.0,Cookies & Cream,5,3.28,14.76,13.06,1.93,10,0.9,0.2
2026-01-26,Canada,28,Female,38700.0,Berry,4,4.03,14.51,14.11,2.05,1,0.9,0.25
2025-12-28,Germany,54,Female,50900.0,Stracciatella,4,3.72,13.39,15.35,2.06,12,0.9,0.1
2025-05-07,Canada,58,Female,9600.0,Stracciatella,5,3.87,21.29,15.32,3.26,5,1.1,0.25
2025-07-30,France,34,Male,41000.0,Cookies & Cream,1,3.23,3.88,12.97,0.5,7,1.2,0.15
2025-08-10,France,38,Prefer not to say,28100.0,Hazelnut,3,3.59,12.92,16.32,2.11,8,1.2,0.15
2026-01-01,UK,25,Female,18100.0,Hazelnut,2,3.64,6.55,16.32,1.07,1,0.9,0.2
2026-02-17,France,54,Female,35200.0,Chocolate,6,3.77,20.36,13.35,2.72,2,0.9,0.15
2025-06-09,Canada,47,Female,62700.0,Hazelnut,3,3.69,13.28,16.32,2.17,6,1.2,0.25
2025-10-30,UK,65,Male,112800.0,Chocolate,3,3.82,10.31,13.31,1.37,10,0.9,0.2
2025-08-06,Australia,25,Male,41000.0,Coffee,3,3.9,14.04,12.25,1.72,8,1.2,0.25
2025-05-28,UK,32,Male,25500.0,Salted Caramel,2,3.55,7.81,14.11,1.1,5,1.1,0.2
2025-09-18,France,41,Female,24700.0,Coffee,2,3.8,7.6,12.33,0.94,9,1.0,0.15
2025-08-09,Germany,47,Male,58800.0,Mint,6,3.91,28.15,14.25,4.01,8,1.2,0.1
2025-07-26,Germany,34,Male,22100.0,Chocolate,5,3.72,22.32,13.31,2.97,7,1.2,0.1
2026-02-17,Canada,25,Female,49600.0,Chocolate,1,3.87,3.48,13.19,0.46,2,0.9,0.25
2026-01-17,Australia,50,Female,42100.0,Vanilla,1,4.14,3.73,14.29,0.53,1,0.9,0.25
2025-11-05,France,48,Female,39800.0,Vanilla,2,4.04,7.27,14.29,1.04,11,0.9,0.15
2025-12-18,Netherlands,25,Prefer not to say,16600.0,Salted Caramel,3,3.45,9.32,14.14,1.32,12,0.9,0.1
2025-07-01,UK,56,Male,30400.0,Salted Caramel,1,3.55,4.26,13.93,0.59,7,1.2,0.2
2025-08-12,Germany,54,Male,17500.0,Coffee,2,3.75,9.0,12.33,1.11,8,1.2,0.1
2025-09-07,Netherlands,39,Male,27100.0,Vanilla,1,3.99,3.99,14.14,0.56,9,1.0,0.1
2025-07-20,Germany,39,Male,57400.0,Salted Caramel,1,3.45,4.14,13.93,0.58,7,1.2,0.1
2025-09-16,Italy,45,Male,67200.0,Chocolate,6,3.67,22.02,13.35,2.94,9,1.0,0.05
2025-09-01,Netherlands,25,Female,40400.0,Cookies & Cream,1,3.18,3.18,12.99,0.41,9,1.0,0.1
2025-04-26,USA,38,Female,27300.0,Vanilla,6,4.19,25.14,14.22,3.57,4,1.0,0.3
2025-12-12,Brazil,18,Male,80300.0,Coffee,1,3.55,3.2,12.2,0.39,12,0.9,-0.1
2025-06-09,UK,50,Male,27100.0,Stracciatella,1,3.82,4.58,15.21,0.7,6,1.2,0.2
2025-12-27,France,18,Female,20600.0,Pistachio,1,4.03,3.63,12.89,0.47,12,0.9,0.15
2025-12-03,France,59,Female,51400.0,Salted Caramel,3,3.5,9.45,14.14,1.34,12,0.9,0.15
2025-05-30,Germany,33,Female,45700.0,Salted Caramel,1,3.45,3.8,14.09,0.54,5,1.1,0.1
2026-02-11,USA,35,Female,27700.0,Salted Caramel,3,3.65,9.86,14.14,1.39,2,0.9,0.3
2025-12-05,USA,29,Female,38200.0,Pistachio,2,4.18,7.52,12.89,0.97,12,0.9,0.3
2025-03-12,Australia,33,Male,45300.0,Cookies & Cream,3,3.33,9.99,13.1,1.31,3,1.0,0.25
2025-10-21,Netherlands,57,Male,40200.0,Vanilla,3,3.99,10.77,14.19,1.53,10,0.9,0.1
2026-02-24,UK,18,Male,45700.0,Salted Caramel,1,3.55,3.2,13.91,0.45,2,0.9,0.2
2025-06-14,Netherlands,55,Male,28200.0,Cookies & Cream,1,3.18,3.82,12.97,0.5,6,1.2,0.1
2025-10-09,USA,42,Male,47200.0,Mint,1,4.11,3.7,14.29,0.53,10,0.9,0.3
2025-07-26,Netherlands,21,Female,36600.0,Pistachio,1,3.98,4.78,12.88,0.62,7,1.2,0.1
2026-02-16,Germany,22,Female,28700.0,Stracciatella,1,3.72,3.35,15.34,0.51,2,0.9,0.1
2025-04-03,Spain,61,Female,32100.0,Vanilla,1,3.94,3.94,14.14,0.56,4,1.0,0.05
2025-09-24,France,24,Male,34600.0,Berry,1,3.93,3.93,14.02,0.55,9,1.0,0.15
2026-02-06,Netherlands,21,Female,17600.0,Pistachio,1,3.98,3.58,12.89,0.46,2,0.9,0.1
2025-11-09,Australia,53,Male,26400.0,Mint,5,4.06,18.27,14.24,2.6,11,0.9,0.25
2025-05-09,France,42,Female,37500.0,Salted Caramel,3,3.5,11.55,14.1,1.63,5,1.1,0.15
2026-01-17,Italy,24,Male,18500.0,Berry,2,3.83,6.89,13.97,0.96,1,0.9,0.05
2025-08-01,Canada,41,Female,26600.0,Mint,2,4.06,9.74,14.33,1.4,8,1.2,0.25
2025-06-30,UK,23,Male,119600.0,Mint,2,4.01,9.62,14.33,1.38,6,1.2,0.2
2025-07-06,Brazil,53,Female,20600.0,Pistachio,2,3.78,9.07,12.89,1.17,7,1.2,-0.1
2026-01-30,Netherlands,52,Female,30000.0,Pistachio,4,3.98,14.33,12.88,1.85,1,0.9,0.1
2025-05-16,Italy,45,Male,23900.0,Vanilla,1,3.94,4.33,14.25,0.62,5,1.1,0.05
2025-10-01,Canada,43,Prefer not to say,34300.0,Chocolate,1,3.87,3.48,13.19,0.46,10,0.9,0.25
2025-09-08,Australia,62,Male,24200.0,Vanilla,1,4.14,4.14,14.14,0.59,9,1.0,0.25
2025-04-05,USA,37,Male,32200.0,Chocolate,1,3.92,3.92,13.26,0.52,4,1.0,0.3
2025-10-14,Germany,21,Male,25400.0,Stracciatella,1,3.72,3.35,15.34,0.51,10,0.9,0.1
2025-12-30,Germany,44,Male,61500.0,Chocolate,1,3.72,3.35,13.19,0.44,12,0.9,0.1
2025-10-30,Spain,67,Female,37800.0,Mint,2,3.86,6.95,14.29,0.99,10,0.9,0.05
2025-12-22,Canada,23,Female,22000.0,Hazelnut,1,3.69,3.32,16.13,0.54,12,0.9,0.25
2025-09-20,Canada,32,Female,55300.0,Salted Caramel,1,3.6,3.6,14.03,0.51,9,1.0,0.25
2025-11-27,Spain,43,Non-binary,22500.0,Cookies & Cream,1,3.13,2.82,13.0,0.37,11,0.9,0.05
2025-11-13,Netherlands,37,Male,16600.0,Pistachio,1,3.98,3.58,12.89,0.46,11,0.9,0.1
2026-02-16,France,24,Male,36300.0,Chocolate,4,3.77,13.57,13.35,1.81,2,0.9,0.15
2025-09-29,Brazil,53,Female,94200.0,Stracciatella,2,3.52,7.04,15.33,1.08,9,1.0,-0.1
2025-12-02,France,70,Female,14600.0,Cookies & Cream,1,3.23,2.91,13.0,0.38,12,0.9,0.15
2025-03-17,Italy,40,Prefer not to say,18700.0,Vanilla,1,3.94,3.94,14.14,0.56,3,1.0,0.05
2025-08-30,Netherlands,25,Female,52900.0,Chocolate,2,3.72,8.93,13.35,1.19,8,1.2,0.1
2026-02-21,Spain,18,Male,26300.0,Vanilla,1,3.94,3.55,14.29,0.51,2,0.9,0.05
2025-11-28,Australia,41,Female,49300.0,Pistachio,1,4.13,3.72,12.89,0.48,11,0.9,0.25
2025-12-28,Brazil,53,Female,23900.0,Stracciatella,1,3.52,3.17,15.34,0.49,12,0.9,-0.1
2026-01-19,Netherlands,44,Male,39000.0,Stracciatella,1,3.72,3.35,15.34,0.51,1,0.9,0.1
2025-04-11,Brazil,37,Female,86900.0,Coffee,1,3.55,3.55,12.33,0.44,4,1.0,-0.1
2025-04-23,UK,29,Female,20000.0,Vanilla,1,4.09,4.09,14.14,0.58,4,1.0,0.2
2025-07-04,Netherlands,22,Male,60600.0,Pistachio,6,3.98,28.66,12.88,3.69,7,1.2,0.1
2026-01-29,Italy,49,Male,51000.0,Coffee,5,3.7,16.65,12.3,2.05,1,0.9,0.05
2026-02-02,Italy,50,Male,17200.0,Pistachio,2,3.93,7.07,12.89,0.91,2,0.9,0.05
2025-08-27,Canada,18,Male,48000.0,Berry,3,4.03,14.51,14.11,2.05,8,1.2,0.25
2025-05-23,UK,60,Female,37700.0,Salted Caramel,2,3.55,7.81,14.11,1.1,5,1.1,0.2
2026-01-24,UK,46,Female,38000.0,Stracciatella,1,3.82,3.44,15.34,0.53,1,0.9,0.2
2026-01-06,Australia,57,Male,43000.0,Pistachio,2,4.13,7.43,12.89,0.96,1,0.9,0.25
2025-03-21,UK,19,Female,30500.0,Salted Caramel,1,3.55,3.55,14.03,0.5,3,1.0,0.2
2025-12-12,Brazil,18,Female,37600.0,Pistachio,2,3.78,6.8,12.89,0.88,12,0.9,-0.1
2026-01-23,Germany,35,Male,41000.0,Stracciatella,1,3.72,3.35,15.34,0.51,1,0.9,0.1
2026-02-08,Australia,45,Female,52700.0,Mint,1,4.06,3.65,14.29,0.52,2,0.9,0.25
2026-01-24,UK,63,Male,16900.0,Chocolate,3,3.82,10.31,13.31,1.37,1,0.9,0.2
2025-09-19,Netherlands,47,Female,69200.0,Stracciatella,4,3.72,14.88,15.33,2.28,9,1.0,0.1
2025-08-15,France,34,Female,20400.0,Chocolate,5,3.77,22.62,13.31,3.01,8,1.2,0.15
2025-10-05,UK,23,Female,53100.0,Chocolate,4,3.82,13.75,13.35,1.84,10,0.9,0.2
2025-04-22,France,55,Male,37800.0,Salted Caramel,5,3.5,17.5,14.15,2.48,4,1.0,0.15
2025-03-04,Australia,24,Female,19100.0,Cookies & Cream,1,3.33,3.33,12.99,0.43,3,1.0,0.25
2025-04-18,Brazil,60,Male,47300.0,Hazelnut,2,3.34,6.68,16.28,1.09,4,1.0,-0.1
2025-07-09,Germany,34,Male,22600.0,Hazelnut,3,3.54,12.74,16.32,2.08,7,1.2,0.1
2025-06-20,Netherlands,60,Female,62000.0,Berry,1,3.88,4.66,14.1,0.66,6,1.2,0.1
2025-11-15,Brazil,47,Male,25500.0,Mint,6,3.71,20.03,14.24,2.85,11,0.9,-0.1
2025-11-19,USA,36,Male,17200.0,Cookies & Cream,1,3.38,3.04,13.0,0.4,11,0.9,0.3
2025-12-09,Brazil,30,Male,78200.0,Chocolate,2,3.52,6.34,13.34,0.85,12,0.9,-0.1
2025-12-21,Brazil,33,Female,39800.0,Vanilla,4,3.79,13.64,14.21,1.94,12,0.9,-0.1
2026-02-14,Australia,43,Male,56000.0,Salted Caramel,1,3.6,3.24,13.91,0.45,2,0.9,0.25
2025-12-18,Italy,39,Male,23700.0,Coffee,2,3.7,6.66,12.33,0.82,12,0.9,0.05
2025-06-20,UK,29,Female,14100.0,Salted Caramel,3,3.55,12.78,14.1,1.8,6,1.2,0.2
2025-10-13,Australia,35,Female,83900.0,Hazelnut,2,3.69,6.64,16.32,1.08,10,0.9,0.25
2025-09-06,USA,39,Female,36200.0,Salted Caramel,1,3.65,3.65,14.03,0.51,9,1.0,0.3
2025-09-15,Netherlands,18,Female,46400.0,Cookies & Cream,5,3.18,15.9,13.05,2.07,9,1.0,0.1
2025-10-22,Italy,44,Female,50400.0,Berry,2,3.83,6.89,13.97,0.96,10,0.9,0.05
2026-02-09,Italy,24,Female,30700.0,Salted Caramel,1,3.4,3.06,13.91,0.43,2,0.9,0.05
2025-12-25,Germany,21,Female,40700.0,Pistachio,4,3.98,14.33,12.88,1.85,12,0.9,0.1
2026-02-15,Canada,18,Male,80600.0,Cookies & Cream,2,3.33,5.99,13.0,0.78,2,0.9,0.25
2025-11-10,Australia,18,Male,35700.0,Coffee,1,3.9,3.51,12.2,0.43,11,0.9,0.25
2025-05-15,Germany,19,Male,58200.0,Chocolate,1,3.72,4.09,13.32,0.54,5,1.1,0.1
2025-08-22,Canada,28,Male,13400.0,Pistachio,1,4.13,4.96,12.88,0.64,8,1.2,0.25
2025-03-11,Australia,65,Female,63700.0,Chocolate,1,3.87,3.87,13.26,0.51,3,1.0,0.25
2025-11-01,USA,30,Female,17000.0,Mint,1,4.11,3.7,14.29,0.53,11,0.9,0.3
2025-04-21,Netherlands,40,Male,60200.0,Berry,1,3.88,3.88,14.02,0.54,4,1.0,0.1
2025-07-28,France,43,Female,44100.0,Chocolate,1,3.77,4.52,13.36,0.6,7,1.2,0.15
2025-09-27,USA,39,Female,34600.0,Mint,6,4.11,24.66,14.26,3.52,9,1.0,0.3
2025-04-11,Netherlands,36,Female,34600.0,Salted Caramel,5,3.45,17.25,14.15,2.44,4,1.0,0.1
2025-04-27,Australia,21,Female,32000.0,Coffee,3,3.9,11.7,12.24,1.43,4,1.0,0.25
2025-05-10,UK,58,Female,24100.0,Cookies & Cream,2,3.28,7.22,12.98,0.94,5,1.1,0.2
2025-08-24,Canada,63,Female,32800.0,Salted Caramel,5,3.6,21.6,14.13,3.05,8,1.2,0.25
2025-08-05,UK,18,Female,109500.0,Stracciatella,1,3.82,4.58,15.21,0.7,8,1.2,0.2
2025-08-21,Canada,23,Male,69600.0,Mint,1,4.06,4.87,14.22,0.69,8,1.2,0.25
2025-10-18,France,34,Female,23500.0,Coffee,2,3.8,6.84,12.33,0.84,10,0.9,0.15
2025-06-12,Spain,24,Male,41500.0,Vanilla,4,3.94,18.91,14.19,2.68,6,1.2,0.05
2025-11-20,Canada,45,Male,38100.0,Berry,2,4.03,7.25,13.97,1.01,11,0.9,0.25
2025-11-01,Germany,27,Male,33800.0,Berry,4,3.88,13.97,14.11,1.97,11,0.9,0.1
2025-08-24,Netherlands,68,Female,22000.0,Hazelnut,1,3.54,4.25,16.22,0.69,8,1.2,0.1
2025-10-28,USA,54,Male,45400.0,Berry,1,4.08,3.67,14.12,0.52,10,0.9,0.3
2025-04-17,USA,40,Female,55400.0,Stracciatella,3,3.92,11.76,15.29,1.8,4,1.0,0.3
2025-10-09,Netherlands,52,Female,23900.0,Salted Caramel,1,3.45,3.11,13.91,0.43,10,0.9,0.1
2026-02-18,Spain,53,Male,96500.0,Stracciatella,1,3.67,3.3,15.34,0.51,2,0.9,0.05
2025-10-16,USA,30,Female,77700.0,Chocolate,3,3.92,10.58,13.31,1.41,10,0.9,0.3
2025-08-09,USA,26,Female,47800.0,Salted Caramel,1,3.65,4.38,13.93,0.61,8,1.2,0.3
2025-04-02,USA,39,Female,19600.0,Berry,1,4.08,4.08,14.02,0.57,4,1.0,0.3
2025-07-30,France,50,Female,44400.0,Pistachio,1,4.03,4.84,12.88,0.62,7,1.2,0.15
