date,product,region,units_sold,price_per_unit,revenue,cost,profit,profit_margin,age_group,gender
2025-03-31,Good Humor Chocolate Eclair Bar,West,12,2.75,33.0,24.46,8.54,0.2587,35-54,Male
2025-03-31,Good Humor Chocolate Eclair Bar,West,206,2.75,566.5,419.95,146.55,0.2587,35-54,Female
2025-03-31,Good Humor Chocolate Eclair Bar,West,66,2.75,181.5,134.55,46.95,0.2587,35-54,Non-binary
2025-03-31,Good Humor Chocolate Eclair Bar,West,570,2.75,1567.5,1161.99,405.51,0.2587,35-54,Prefer not to say
2025-03-31,Good Humor Chocolate Eclair Bar,West,3,2.75,8.25,6.12,2.13,0.2587,55+,Male
2025-03-31,Good Humor Chocolate Eclair Bar,West,45,2.75,123.75,91.74,32.01,0.2587,55+,Female
2025-03-31,Good Humor Chocolate Eclair Bar,West,14,2.75,38.5,28.54,9.96,0.2587,55+,Non-binary
2025-03-31,Good Humor Chocolate Eclair Bar,West,124,2.75,341.0,252.78,88.22,0.2587,55+,Prefer not to say
2025-04-30,Good Humor Classic Bar,Northeast,8,2.53,20.24,13.13,7.11,0.3511,<18,Male
2025-04-30,Good Humor Classic Bar,Northeast,31,2.53,78.43,50.89,27.54,0.3511,<18,Female
2025-04-30,Good Humor Classic Bar,Northeast,13,2.53,32.89,21.34,11.55,0.3511,<18,Non-binary
2025-04-30,Good Humor Classic Bar,Northeast,10,2.53,25.3,16.42,8.88,0.3511,<18,Prefer not to say
2025-04-30,Good Humor Classic Bar,Northeast,52,2.53,131.56,85.37,46.19,0.3511,18-34,Male
2025-04-30,Good Humor Classic Bar,Northeast,205,2.53,518.65,336.56,182.09,0.3511,18-34,Female
2025-04-30,Good Humor Classic Bar,Northeast,88,2.53,222.64,144.47,78.17,0.3511,18-34,Non-binary
2025-04-30,Good Humor Classic Bar,Northeast,66,2.53,166.98,108.36,58.62,0.3511,18-34,Prefer not to say
2025-04-30,Good Humor Classic Bar,Northeast,61,2.53,154.33,100.15,54.18,0.3511,35-54,Male
2025-04-30,Good Humor Classic Bar,Northeast,237,2.53,599.61,389.09,210.52,0.3511,35-54,Female
2025-04-30,Good Humor Classic Bar,Northeast,101,2.53,255.53,165.82,89.71,0.3511,35-54,Non-binary
2025-04-30,Good Humor Classic Bar,Northeast,76,2.53,192.28,124.77,67.51,0.3511,35-54,Prefer not to say
2025-04-30,Good Humor Classic Bar,Northeast,51,2.53,129.03,83.73,45.3,0.3511,55+,Male
2025-04-30,Good Humor Classic Bar,Northeast,201,2.53,508.53,329.99,178.54,0.3511,55+,Female
2025-04-30,Good Humor Classic Bar,Northeast,86,2.53,217.58,141.19,76.39,0.3511,55+,Non-binary
2025-04-30,Good Humor Classic Bar,Northeast,65,2.53,164.45,106.71,57.74,0.3511,55+,Prefer not to say
2025-04-30,Good Humor Classic Bar,Midwest,27,2.45,66.15,46.62,19.53,0.2952,<18,Male
2025-04-30,Good Humor Classic Bar,Midwest,228,2.45,558.6,393.71,164.89,0.2952,<18,Female
2025-04-30,Good Humor Classic Bar,Midwest,11,2.45,26.95,18.99,7.96,0.2952,<18,Non-binary
2025-04-30,Good Humor Classic Bar,Midwest,51,2.45,124.95,88.07,36.88,0.2952,<18,Prefer not to say
2025-04-30,Good Humor Classic Bar,Midwest,28,2.45,68.6,48.35,20.25,0.2952,18-34,Male
2025-04-30,Good Humor Classic Bar,Midwest,235,2.45,575.75,405.8,169.95,0.2952,18-34,Female
2025-04-30,Good Humor Classic Bar,Midwest,11,2.45,26.95,18.99,7.96,0.2952,18-34,Non-binary
2025-04-30,Good Humor Classic Bar,Midwest,52,2.45,127.4,89.79,37.61,0.2952,18-34,Prefer not to say
2025-04-30,Good Humor Classic Bar,Midwest,38,2.45,93.1,65.62,27.48,0.2952,35-54,Male
2025-04-30,Good Humor Classic Bar,Midwest,325,2.45,796.25,561.21,235.04,0.2952,35-54,Female
2025-04-30,Good Humor Classic Bar,Midwest,16,2.45,39.2,27.63,11.57,0.2952,35-54,Non-binary
2025-04-30,Good Humor Classic Bar,Midwest,72,2.45,176.4,124.33,52.07,0.2952,35-54,Prefer not to say
2025-04-30,Good Humor Classic Bar,Midwest,6,2.45,14.7,10.36,4.34,0.2952,55+,Male
2025-04-30,Good Humor Classic Bar,Midwest,50,2.45,122.5,86.34,36.16,0.2952,55+,Female
2025-04-30,Good Humor Classic Bar,Midwest,2,2.45,4.9,3.45,1.45,0.2952,55+,Non-binary
2025-04-30,Good Humor Classic Bar,Midwest,11,2.45,26.95,18.99,7.96,0.2952,55+,Prefer not to say
2025-04-30,Good Humor Classic Bar,South,279,2.06,574.74,433.06,141.68,0.2465,<18,Male
2025-04-30,Good Humor Classic Bar,South,224,2.06,461.44,347.69,113.75,0.2465,<18,Female
2025-04-30,Good Humor Classic Bar,South,156,2.06,321.36,242.14,79.22,0.2465,<18,Non-binary
2025-04-30,Good Humor Classic Bar,South,90,2.06,185.4,139.7,45.7,0.2465,<18,Prefer not to say
2025-04-30,Good Humor Classic Bar,South,48,2.06,98.88,74.5,24.38,0.2465,18-34,Male
2025-04-30,Good Humor Classic Bar,South,39,2.06,80.34,60.53,19.81,0.2465,18-34,Female
2025-04-30,Good Humor Classic Bar,South,27,2.06,55.62,41.91,13.71,0.2465,18-34,Non-binary
2025-04-30,Good Humor Classic Bar,South,16,2.06,32.96,24.83,8.13,0.2465,18-34,Prefer not to say
2025-04-30,Good Humor Classic Bar,South,30,2.06,61.8,46.57,15.23,0.2465,35-54,Male
2025-04-30,Good Humor Classic Bar,South,24,2.06,49.44,37.25,12.19,0.2465,35-54,Female
2025-04-30,Good Humor Classic Bar,South,17,2.06,35.02,26.39,8.63,0.2465,35-54,Non-binary
2025-04-30,Good Humor Classic Bar,South,10,2.06,20.6,15.52,5.08,0.2465,35-54,Prefer not to say
2025-04-30,Good Humor Classic Bar,South,81,2.06,166.86,125.73,41.13,0.2465,55+,Male
2025-04-30,Good Humor Classic Bar,South,66,2.06,135.96,102.44,33.52,0.2465,55+,Female
2025-04-30,Good Humor Classic Bar,South,46,2.06,94.76,71.4,23.36,0.2465,55+,Non-binary
2025-04-30,Good Humor Classic Bar,South,26,2.06,53.56,40.36,13.2,0.2465,55+,Prefer not to say
2025-04-30,Good Humor Classic Bar,West,148,2.75,407.0,244.41,162.59,0.3995,<18,Male
2025-04-30,Good Humor Classic Bar,West,302,2.75,830.5,498.73,331.77,0.3995,<18,Female
2025-04-30,Good Humor Classic Bar,West,40,2.75,110.0,66.06,43.94,0.3995,<18,Non-binary
2025-04-30,Good Humor Classic Bar,West,259,2.75,712.25,427.72,284.53,0.3995,<18,Prefer not to say
2025-04-30,Good Humor Classic Bar,West,80,2.75,220.0,132.11,87.89,0.3995,18-34,Male
2025-04-30,Good Humor Classic Bar,West,164,2.75,451.0,270.83,180.17,0.3995,18-34,Female
2025-04-30,Good Humor Classic Bar,West,22,2.75,60.5,36.33,24.17,0.3995,18-34,Non-binary
2025-04-30,Good Humor Classic Bar,West,140,2.75,385.0,231.2,153.8,0.3995,18-34,Prefer not to say
2025-04-30,Good Humor Classic Bar,West,26,2.75,71.5,42.94,28.56,0.3995,35-54,Male
2025-04-30,Good Humor Classic Bar,West,54,2.75,148.5,89.18,59.32,0.3995,35-54,Female
2025-04-30,Good Humor Classic Bar,West,7,2.75,19.25,11.56,7.69,0.3995,35-54,Non-binary
2025-04-30,Good Humor Classic Bar,West,46,2.75,126.5,75.97,50.53,0.3995,35-54,Prefer not to say
2025-04-30,Good Humor Classic Bar,West,95,2.75,261.25,156.89,104.36,0.3995,55+,Male
2025-04-30,Good Humor Classic Bar,West,195,2.75,536.25,322.03,214.22,0.3995,55+,Female
2025-04-30,Good Humor Classic Bar,West,26,2.75,71.5,42.94,28.56,0.3995,55+,Non-binary
2025-04-30,Good Humor Classic Bar,West,167,2.75,459.25,275.79,183.46,0.3995,55+,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,66,2.85,188.1,141.38,46.72,0.2484,<18,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,11,2.85,31.35,23.56,7.79,0.2484,<18,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,147,2.85,418.95,314.89,104.06,0.2484,<18,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,106,2.85,302.1,227.07,75.03,0.2484,<18,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,7,2.85,19.95,14.99,4.96,0.2484,18-34,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,1,2.85,2.85,2.14,0.71,0.2484,18-34,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,16,2.85,45.6,34.27,11.33,0.2484,18-34,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,12,2.85,34.2,25.71,8.49,0.2484,18-34,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,114,2.85,324.9,244.2,80.7,0.2484,35-54,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,19,2.85,54.15,40.7,13.45,0.2484,35-54,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,252,2.85,718.2,539.82,178.38,0.2484,35-54,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,183,2.85,521.55,392.01,129.54,0.2484,35-54,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,60,2.85,171.0,128.53,42.47,0.2484,55+,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,10,2.85,28.5,21.42,7.08,0.2484,55+,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,134,2.85,381.9,287.05,94.85,0.2484,55+,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,Northeast,97,2.85,276.45,207.79,68.66,0.2484,55+,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,89,1.7,151.3,96.27,55.03,0.3637,<18,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,114,1.7,193.8,123.31,70.49,0.3637,<18,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,5,1.7,8.5,5.41,3.09,0.3637,<18,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,136,1.7,231.2,147.1,84.1,0.3637,<18,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,44,1.7,74.8,47.59,27.21,0.3637,18-34,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,57,1.7,96.9,61.65,35.25,0.3637,18-34,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,2,1.7,3.4,2.16,1.24,0.3637,18-34,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,67,1.7,113.9,72.47,41.43,0.3637,18-34,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,78,1.7,132.6,84.37,48.23,0.3637,35-54,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,101,1.7,171.7,109.25,62.45,0.3637,35-54,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,4,1.7,6.8,4.33,2.47,0.3637,35-54,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,120,1.7,204.0,129.8,74.2,0.3637,35-54,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,77,1.7,130.9,83.29,47.61,0.3637,55+,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,99,1.7,168.3,107.08,61.22,0.3637,55+,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,4,1.7,6.8,4.33,2.47,0.3637,55+,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,Midwest,117,1.7,198.9,126.55,72.35,0.3637,55+,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,South,11,2.59,28.49,18.09,10.4,0.3649,<18,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,South,3,2.59,7.77,4.93,2.84,0.3649,<18,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,South,11,2.59,28.49,18.09,10.4,0.3649,<18,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,South,10,2.59,25.9,16.45,9.45,0.3649,<18,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,South,28,2.59,72.52,46.06,26.46,0.3649,18-34,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,South,8,2.59,20.72,13.16,7.56,0.3649,18-34,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,South,29,2.59,75.11,47.7,27.41,0.3649,18-34,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,South,25,2.59,64.75,41.12,23.63,0.3649,18-34,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,South,181,2.59,468.79,297.73,171.06,0.3649,35-54,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,South,52,2.59,134.68,85.54,49.14,0.3649,35-54,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,South,184,2.59,476.56,302.67,173.89,0.3649,35-54,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,South,164,2.59,424.76,269.77,154.99,0.3649,35-54,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,South,74,2.59,191.66,121.72,69.94,0.3649,55+,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,South,21,2.59,54.39,34.54,19.85,0.3649,55+,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,South,75,2.59,194.25,123.37,70.88,0.3649,55+,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,South,67,2.59,173.53,110.21,63.32,0.3649,55+,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,West,121,2.86,346.06,239.86,106.2,0.3069,<18,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,West,1,2.86,2.86,1.98,0.88,0.3069,<18,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,West,21,2.86,60.06,41.63,18.43,0.3069,<18,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,West,66,2.86,188.76,130.83,57.93,0.3069,<18,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,West,47,2.86,134.42,93.17,41.25,0.3069,18-34,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,West,8,2.86,22.88,15.86,7.02,0.3069,18-34,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,West,26,2.86,74.36,51.54,22.82,0.3069,18-34,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,West,89,2.86,254.54,176.42,78.12,0.3069,35-54,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,West,1,2.86,2.86,1.98,0.88,0.3069,35-54,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,West,16,2.86,45.76,31.72,14.04,0.3069,35-54,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,West,49,2.86,140.14,97.13,43.01,0.3069,35-54,Prefer not to say
2025-04-30,Good Humor Strawberry Shortcake Bar,West,123,2.86,351.78,243.82,107.96,0.3069,55+,Male
2025-04-30,Good Humor Strawberry Shortcake Bar,West,1,2.86,2.86,1.98,0.88,0.3069,55+,Female
2025-04-30,Good Humor Strawberry Shortcake Bar,West,21,2.86,60.06,41.63,18.43,0.3069,55+,Non-binary
2025-04-30,Good Humor Strawberry Shortcake Bar,West,67,2.86,191.62,132.81,58.81,0.3069,55+,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,1,2.3,2.3,1.67,0.63,0.2754,<18,Male
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,2,2.3,4.6,3.33,1.27,0.2754,<18,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,9,2.3,20.7,15.0,5.7,0.2754,<18,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,25,2.3,57.5,41.66,15.84,0.2754,18-34,Male
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,47,2.3,108.1,78.33,29.77,0.2754,18-34,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,291,2.3,669.3,484.97,184.33,0.2754,18-34,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,9,2.3,20.7,15.0,5.7,0.2754,35-54,Male
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,17,2.3,39.1,28.33,10.77,0.2754,35-54,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,106,2.3,243.8,176.66,67.14,0.2754,35-54,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,1,2.3,2.3,1.67,0.63,0.2754,55+,Male
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,2,2.3,4.6,3.33,1.27,0.2754,55+,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,Northeast,12,2.3,27.6,20.0,7.6,0.2754,55+,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,8,3.0,24.0,16.04,7.96,0.3319,<18,Male
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,1,3.0,3.0,2.0,1.0,0.3319,<18,Female
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,1,3.0,3.0,2.0,1.0,0.3319,<18,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,4,3.0,12.0,8.02,3.98,0.3319,<18,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,434,3.0,1302.0,869.92,432.08,0.3319,18-34,Male
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,38,3.0,114.0,76.17,37.83,0.3319,18-34,Female
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,36,3.0,108.0,72.16,35.84,0.3319,18-34,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,215,3.0,645.0,430.95,214.05,0.3319,18-34,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,469,3.0,1407.0,940.08,466.92,0.3319,35-54,Male
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,41,3.0,123.0,82.18,40.82,0.3319,35-54,Female
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,39,3.0,117.0,78.17,38.83,0.3319,35-54,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,233,3.0,699.0,467.03,231.97,0.3319,35-54,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,127,3.0,381.0,254.56,126.44,0.3319,55+,Male
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,11,3.0,33.0,22.05,10.95,0.3319,55+,Female
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,10,3.0,30.0,20.04,9.96,0.3319,55+,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,Midwest,63,3.0,189.0,126.28,62.72,0.3319,55+,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,South,3,2.7,8.1,6.02,2.08,0.2567,<18,Male
2025-04-30,Good Humor Chocolate Eclair Bar,South,11,2.7,29.7,22.08,7.62,0.2567,<18,Female
2025-04-30,Good Humor Chocolate Eclair Bar,South,3,2.7,8.1,6.02,2.08,0.2567,<18,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,South,14,2.7,37.8,28.1,9.7,0.2567,<18,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,South,8,2.7,21.6,16.05,5.55,0.2567,18-34,Male
2025-04-30,Good Humor Chocolate Eclair Bar,South,31,2.7,83.7,62.21,21.49,0.2567,18-34,Female
2025-04-30,Good Humor Chocolate Eclair Bar,South,9,2.7,24.3,18.06,6.24,0.2567,18-34,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,South,39,2.7,105.3,78.27,27.03,0.2567,18-34,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,South,4,2.7,10.8,8.03,2.77,0.2567,35-54,Male
2025-04-30,Good Humor Chocolate Eclair Bar,South,16,2.7,43.2,32.11,11.09,0.2567,35-54,Female
2025-04-30,Good Humor Chocolate Eclair Bar,South,5,2.7,13.5,10.03,3.47,0.2567,35-54,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,South,21,2.7,56.7,42.14,14.56,0.2567,35-54,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,South,91,2.7,245.7,182.62,63.08,0.2567,55+,Male
2025-04-30,Good Humor Chocolate Eclair Bar,South,357,2.7,963.9,716.44,247.46,0.2567,55+,Female
2025-04-30,Good Humor Chocolate Eclair Bar,South,100,2.7,270.0,200.68,69.32,0.2567,55+,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,South,454,2.7,1225.8,911.11,314.69,0.2567,55+,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,West,332,1.59,527.88,360.26,167.62,0.3175,<18,Male
2025-04-30,Good Humor Chocolate Eclair Bar,West,290,1.59,461.1,314.68,146.42,0.3175,<18,Female
2025-04-30,Good Humor Chocolate Eclair Bar,West,64,1.59,101.76,69.45,32.31,0.3175,<18,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,West,198,1.59,314.82,214.85,99.97,0.3175,<18,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,West,169,1.59,268.71,183.38,85.33,0.3175,18-34,Male
2025-04-30,Good Humor Chocolate Eclair Bar,West,148,1.59,235.32,160.6,74.72,0.3175,18-34,Female
2025-04-30,Good Humor Chocolate Eclair Bar,West,33,1.59,52.47,35.81,16.66,0.3175,18-34,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,West,101,1.59,160.59,109.6,50.99,0.3175,18-34,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,West,22,1.59,34.98,23.87,11.11,0.3175,35-54,Male
2025-04-30,Good Humor Chocolate Eclair Bar,West,20,1.59,31.8,21.7,10.1,0.3175,35-54,Female
2025-04-30,Good Humor Chocolate Eclair Bar,West,4,1.59,6.36,4.34,2.02,0.3175,35-54,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,West,13,1.59,20.67,14.11,6.56,0.3175,35-54,Prefer not to say
2025-04-30,Good Humor Chocolate Eclair Bar,West,127,1.59,201.93,137.81,64.12,0.3175,55+,Male
2025-04-30,Good Humor Chocolate Eclair Bar,West,111,1.59,176.49,120.45,56.04,0.3175,55+,Female
2025-04-30,Good Humor Chocolate Eclair Bar,West,24,1.59,38.16,26.04,12.12,0.3175,55+,Non-binary
2025-04-30,Good Humor Chocolate Eclair Bar,West,75,1.59,119.25,81.38,37.87,0.3175,55+,Prefer not to say
2025-05-31,Good Humor Classic Bar,Northeast,29,2.54,73.66,55.71,17.95,0.2436,<18,Male
2025-05-31,Good Humor Classic Bar,Northeast,3,2.54,7.62,5.76,1.86,0.2436,<18,Female
2025-05-31,Good Humor Classic Bar,Northeast,15,2.54,38.1,28.82,9.28,0.2436,<18,Non-binary
2025-05-31,Good Humor Classic Bar,Northeast,15,2.54,38.1,28.82,9.28,0.2436,<18,Prefer not to say
2025-05-31,Good Humor Classic Bar,Northeast,198,2.54,502.92,380.39,122.53,0.2436,18-34,Male
2025-05-31,Good Humor Classic Bar,Northeast,17,2.54,43.18,32.66,10.52,0.2436,18-34,Female
2025-05-31,Good Humor Classic Bar,Northeast,102,2.54,259.08,195.96,63.12,0.2436,18-34,Non-binary
2025-05-31,Good Humor Classic Bar,Northeast,103,2.54,261.62,197.88,63.74,0.2436,18-34,Prefer not to say
2025-05-31,Good Humor Classic Bar,Northeast,306,2.54,777.24,587.87,189.37,0.2436,35-54,Male
2025-05-31,Good Humor Classic Bar,Northeast,27,2.54,68.58,51.87,16.71,0.2436,35-54,Female
2025-05-31,Good Humor Classic Bar,Northeast,158,2.54,401.32,303.54,97.78,0.2436,35-54,Non-binary
2025-05-31,Good Humor Classic Bar,Northeast,159,2.54,403.86,305.46,98.4,0.2436,35-54,Prefer not to say
2025-05-31,Good Humor Classic Bar,Northeast,7,2.54,17.78,13.45,4.33,0.2436,55+,Male
2025-05-31,Good Humor Classic Bar,Northeast,1,2.54,2.54,1.92,0.62,0.2436,55+,Female
2025-05-31,Good Humor Classic Bar,Northeast,4,2.54,10.16,7.68,2.48,0.2436,55+,Non-binary
2025-05-31,Good Humor Classic Bar,Northeast,4,2.54,10.16,7.68,2.48,0.2436,55+,Prefer not to say
2025-05-31,Good Humor Classic Bar,Midwest,52,1.73,89.96,69.14,20.82,0.2314,<18,Male
2025-05-31,Good Humor Classic Bar,Midwest,32,1.73,55.36,42.55,12.81,0.2314,<18,Female
2025-05-31,Good Humor Classic Bar,Midwest,56,1.73,96.88,74.46,22.42,0.2314,<18,Non-binary
2025-05-31,Good Humor Classic Bar,Midwest,87,1.73,150.51,115.68,34.83,0.2314,<18,Prefer not to say
2025-05-31,Good Humor Classic Bar,Midwest,66,1.73,114.18,87.76,26.42,0.2314,18-34,Male
2025-05-31,Good Humor Classic Bar,Midwest,41,1.73,70.93,54.52,16.41,0.2314,18-34,Female
2025-05-31,Good Humor Classic Bar,Midwest,71,1.73,122.83,94.41,28.42,0.2314,18-34,Non-binary
2025-05-31,Good Humor Classic Bar,Midwest,111,1.73,192.03,147.6,44.43,0.2314,18-34,Prefer not to say
2025-05-31,Good Humor Classic Bar,Midwest,31,1.73,53.63,41.22,12.41,0.2314,35-54,Male
2025-05-31,Good Humor Classic Bar,Midwest,19,1.73,32.87,25.26,7.61,0.2314,35-54,Female
2025-05-31,Good Humor Classic Bar,Midwest,34,1.73,58.82,45.21,13.61,0.2314,35-54,Non-binary
2025-05-31,Good Humor Classic Bar,Midwest,53,1.73,91.69,70.47,21.22,0.2314,35-54,Prefer not to say
2025-05-31,Good Humor Classic Bar,Midwest,16,1.73,27.68,21.28,6.4,0.2314,55+,Male
2025-05-31,Good Humor Classic Bar,Midwest,10,1.73,17.3,13.3,4.0,0.2314,55+,Female
2025-05-31,Good Humor Classic Bar,Midwest,17,1.73,29.41,22.6,6.81,0.2314,55+,Non-binary
2025-05-31,Good Humor Classic Bar,Midwest,26,1.73,44.98,34.57,10.41,0.2314,55+,Prefer not to say
2025-05-31,Good Humor Classic Bar,South,247,2.6,642.2,398.27,243.93,0.3798,<18,Male
2025-05-31,Good Humor Classic Bar,South,146,2.6,379.6,235.41,144.19,0.3798,<18,Female
2025-05-31,Good Humor Classic Bar,South,98,2.6,254.8,158.02,96.78,0.3798,<18,Non-binary
2025-05-31,Good Humor Classic Bar,South,89,2.6,231.4,143.51,87.89,0.3798,<18,Prefer not to say
2025-05-31,Good Humor Classic Bar,South,79,2.6,205.4,127.38,78.02,0.3798,18-34,Male
2025-05-31,Good Humor Classic Bar,South,46,2.6,119.6,74.17,45.43,0.3798,18-34,Female
2025-05-31,Good Humor Classic Bar,South,31,2.6,80.6,49.99,30.61,0.3798,18-34,Non-binary
2025-05-31,Good Humor Classic Bar,South,28,2.6,72.8,45.15,27.65,0.3798,18-34,Prefer not to say
2025-05-31,Good Humor Classic Bar,South,291,2.6,756.6,469.22,287.38,0.3798,35-54,Male
2025-05-31,Good Humor Classic Bar,South,172,2.6,447.2,277.34,169.86,0.3798,35-54,Female
2025-05-31,Good Humor Classic Bar,South,115,2.6,299.0,185.43,113.57,0.3798,35-54,Non-binary
2025-05-31,Good Humor Classic Bar,South,105,2.6,273.0,169.31,103.69,0.3798,35-54,Prefer not to say
2025-05-31,Good Humor Classic Bar,South,33,2.6,85.8,53.21,32.59,0.3798,55+,Male
2025-05-31,Good Humor Classic Bar,South,19,2.6,49.4,30.64,18.76,0.3798,55+,Female
2025-05-31,Good Humor Classic Bar,South,13,2.6,33.8,20.96,12.84,0.3798,55+,Non-binary
